triple_index,kind,subject,relation,object,evidence,verdict,revise_subtype,suggested_subject,suggested_relation,suggested_object,justification,confidence,stage_b_justification,stage_b_confidence,flags
277,relation,Nutrition,is monitored by,Monitoring,[inferred] cluster completion,reject,,,,,"Nutrition is not a monitored parameter; it is a type of therapy, making the relationship incorrect.",0.85,,,
278,relation,Potassium,has laboratory value,Biochemistry,[inferred] cluster completion,revise,4.4,Potassium,is a laboratory value of,Biochemistry,The relationship label should be 'is a laboratory value of' instead of 'has laboratory value'.,0.85,The relation label needs to be corrected to accurately reflect the relationship.,0.9,
279,relation,Sedation,is monitored by,Monitoring,[inferred] cluster completion,accept_indirect,,,,,Sedation level management is monitored by Monitoring through the observation of physiological parameters.,0.8,,,
280,relation,Sodium,has laboratory value,Biochemistry,[inferred] cluster completion,revise,4.4,Sodium,isALaboratoryValueOf,Biochemistry,The relationship should be 'Sodium is a laboratory value of Biochemistry' instead of 'has laboratory value'.,0.85,The relationship label should reflect that Sodium is a laboratory value of Biochemistry.,0.9,
281,relation,Disability,is associated with,Outcome Score,[inferred] cluster completion,accept_direct,,,,,Disability is clinically associated with Outcome Score in assessing brain injury recovery.,0.85,,,
282,relation,Disability,is influenced by,GCS Assessment,[inferred] cluster completion,accept_indirect,,,,,Disability is influenced by GCS Assessment through the assessment of neurological status affecting daily living activities.,0.7,,,low_evidence
283,relation,GCS Assessment,is associated with,Pupil Assessment,[inferred] cluster completion,accept_indirect,,,,,"GCS Assessment and Pupil Assessment are both part of Clinical Assessment, linking them indirectly.",0.7,,,low_evidence
284,relation,GOSe Outcome,relates to clinical outcome,Outcome Score,[inferred] cluster completion,accept_direct,,,,,GOSe Outcome directly relates to Outcome Score as both assess patient outcomes post-brain injury.,0.85,,,
285,relation,Motor Impairment,is associated with,Disability,[inferred] cluster completion,accept_direct,,,,,Motor Impairment is directly associated with Disability in brain injury patients.,0.85,,,
286,relation,Motor Impairment,is influenced by,GCS Assessment,[inferred] cluster completion,accept_indirect,,,,,Motor impairment is influenced by GCS assessment through the relationship of assessing neurological status and its impact on motor function.,0.7,,,low_evidence
287,relation,Outcome Score,predicts outcome,GOSe Outcome,[inferred] cluster completion,accept_direct,,,,,The relationship 'Outcome Score predicts GOSe Outcome' is semantically correct and holds directly between the two classes.,0.9,,,
288,relation,Outcome Score,is associated with,Disability,[inferred] cluster completion,accept_indirect,,,,,Outcome Score is related to Disability through the assessment of neurological outcomes in brain injury patients.,0.7,,,low_evidence
289,relation,Pupil Assessment,is associated with,GCS Assessment,[inferred] cluster completion,accept_direct,,,,,Pupil Assessment and GCS Assessment are both clinical assessments related to neurological status.,0.85,,,
290,relation,CPP,is influenced by,ICP,[inferred] cluster completion,accept_direct,,,,,CPP is directly influenced by ICP in the context of neurointensive care.,0.9,,,
291,relation,CPP,calculates,Mean Cerebral Perfusion Pressure,[inferred] cluster completion,accept_indirect,,,,,CPP indirectly influences Mean Cerebral Perfusion Pressure through the calculation involving mean arterial pressure and intracranial pressure.,0.7,,,low_evidence
292,relation,Intracranial Hypertension,is a condition of,ICP,[inferred] cluster completion,accept_direct,,,,,Intracranial Hypertension is a recognized condition related to ICP in neurointensive care.,0.95,,,
293,relation,Mean Cerebral Perfusion Pressure,is influenced by,ICP,[inferred] cluster completion,accept_direct,,,,,Mean Cerebral Perfusion Pressure is directly influenced by ICP in neurological assessments.,0.9,,,
294,relation,Pressure Reactivity Index (PRx),assesses,ICP,[inferred] cluster completion,accept_direct,,,,,"PRx directly assesses ICP, linking the two classes correctly.",0.9,,,
295,relation,Carbon Dioxide,is monitored by,Partial Pressure of Carbon Dioxide,[inferred] cluster completion,accept_direct,,,,,Carbon Dioxide is directly monitored by Partial Pressure of Carbon Dioxide in clinical practice.,0.9,,,
296,relation,Carbon Dioxide,is associated with,Ventilation,[inferred] cluster completion,accept_direct,,,,,Carbon Dioxide is directly associated with Ventilation in the context of respiratory function monitoring.,0.85,,,
297,relation,End-tidal Carbon Dioxide,assesses,Ventilation,[inferred] cluster completion,accept_indirect,,,,,End-tidal Carbon Dioxide indirectly assesses Ventilation through the relationship of monitoring parameters and their influence on therapy management.,0.7,,,low_evidence
298,relation,End-tidal Carbon Dioxide,is measured by,Sensor,[inferred] cluster completion,accept_direct,,,,,End-tidal Carbon Dioxide is directly measured by a Sensor in the context of physiological parameters.,0.9,,,
299,relation,Partial Pressure of Carbon Dioxide,is influenced by,Ventilation,[inferred] cluster completion,accept_direct,,,,,Partial Pressure of Carbon Dioxide is directly influenced by Ventilation settings.,0.9,,,
300,hierarchy,Decompressive Craniectomy,subClassOf,Surgical Procedure,Decompressive craniectomy (DC) is a surgical technique originally described by Kocher in 1901.,accept_direct,,,,,Decompressive Craniectomy is a recognized subclass of Surgical Procedure.,0.95,,,
301,hierarchy,Secondary Insult,subClassOf,Insult,One of the most critical types of systemic secondary insult is arterial hypotension.,reject,,,,,Secondary Insult is not a subclass of Insult; it is a specific type of complication.,0.9,,,
302,hierarchy,Vasopressors,subClassOf,Baseline Therapy,[inferred] Vasopressors is a subclass of Baseline Therapy (deterministic hierarchy checklist).,reject,,,,,Vasopressors are not a subclass of Baseline Therapy; they are typically classified under Secondary Insult Therapy.,0.85,,,
303,hierarchy,Secondary Insult,subClassOf,Condition,[inferred] Secondary Insult is a subclass of Condition (deterministic hierarchy checklist).,reject,,,,,Secondary Insult is not a subclass of Condition as defined; it refers to complications rather than a type of condition.,0.85,,,
304,hierarchy,Core Monitoring Parameter,subClassOf,Monitoring Data,[inferred] Chain-of-Layer: Core Monitoring Parameter is organized under Monitoring Data,accept_direct,,,,,Core Monitoring Parameter is a subclass of Monitoring Data as per the ontology structure.,0.95,,,
305,hierarchy,Heart Rate,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Heart Rate is organized under Core Monitoring Parameter,accept_direct,,,,,Heart Rate is a recognized subclass of Core Monitoring Parameter.,0.95,,,
306,hierarchy,Mean Arterial Pressure (MAP),subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Mean Arterial Pressure (MAP) is organized under Core Monitoring Parameter,accept_direct,,,,,Mean Arterial Pressure (MAP) is correctly classified as a subclass of Core Monitoring Parameter.,0.95,,,
307,hierarchy,Mean Intracranial Pressure,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Mean Intracranial Pressure is organized under Core Monitoring Parameter,accept_direct,,,,,Mean Intracranial Pressure is a valid subclass of Core Monitoring Parameter.,0.95,,,
308,hierarchy,Mean Cerebral Perfusion Pressure,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Mean Cerebral Perfusion Pressure is organized under Core Monitoring Parameter,accept_direct,,,,,Mean Cerebral Perfusion Pressure is correctly classified as a subclass of Core Monitoring Parameter.,0.9,,,
309,hierarchy,Pressure Reactivity Index (PRx),subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Pressure Reactivity Index (PRx) is organized under Core Monitoring Parameter,accept_direct,,,,,"PRx is a subclass of Core Monitoring Parameter, which aligns with the ontology structure.",0.9,,,
310,hierarchy,Monitoring Time,subClassOf,Monitoring Data,[inferred] Chain-of-Layer: Monitoring Time is organized under Monitoring Data,accept_direct,,,,,"Monitoring Time is a specific aspect of Monitoring Data, making the subclass relationship valid.",0.95,,,
311,hierarchy,Baseline Therapy,subClassOf,Therapy,[inferred] Chain-of-Layer: Baseline Therapy is organized under Therapy,accept_direct,,,,,"Baseline Therapy is a subclass of Therapy, aligning with the ontology structure.",0.95,,,
312,hierarchy,Barbiturates,subClassOf,Secondary Insult Therapy,[inferred] Chain-of-Layer: Barbiturates is organized under Baseline Therapy,reject,,,,,"Barbiturates are a subclass of Baseline Therapy, not Secondary Insult Therapy.",0.9,,,
313,hierarchy,Traumatic Brain Injury,subClassOf,Condition,[inferred] Chain-of-Layer: Traumatic Brain Injury is organized under Condition,reject,,,,,Traumatic Brain Injury is not a type of stroke; the relationship is semantically incorrect.,0.95,,,
314,hierarchy,Sepsis,subClassOf,Condition,[inferred] Chain-of-Layer: Sepsis is organized under Condition,reject,,,,,"Sepsis is not a subclass of Condition as defined; it is a specific medical condition, not a type of stroke.",0.9,,,
315,hierarchy,Septic Shock,subClassOf,Condition,[inferred] Chain-of-Layer: Septic Shock is organized under Condition,reject,,,,,Septic Shock is not a subclass of Condition as defined; it is a specific medical condition rather than a type of stroke.,0.9,,,
316,hierarchy,GCS Assessment,subClassOf,Clinical Assessment,[inferred] Chain-of-Layer: GCS Assessment is organized under Outcome,accept_direct,,,,,"GCS Assessment is a specific type of Clinical Assessment, making the subclass relationship valid.",0.9,,,
317,hierarchy,Guideline Adherence,subClassOf,Guideline,[inferred] Chain-of-Layer: Guideline Adherence is organized under Guideline,accept_direct,,,,,"Guideline Adherence is a subclass of Guideline, aligning with the ontology structure.",0.9,,,
318,hierarchy,Cerebrovascular Autoregulation,subClassOf,Condition,[inferred] Cerebrovascular Autoregulation is a subclass of Condition (deterministic hierarchy checklist).,reject,,,,,"Cerebrovascular Autoregulation is not a subclass of Condition; it is a physiological mechanism, not a medical condition.",0.9,,,
319,hierarchy,Haematocrit,subClassOf,Haematology,the physiological vital functions are extensively monitored.,accept_direct,,,,,Haematocrit is a specific measure within the broader category of Haematology.,0.9,,,
320,hierarchy,TCD,subClassOf,Optional Monitoring Parameter,the physiological vital functions are extensively monitored.,accept_direct,,,,,TCD is a valid subclass of Optional Monitoring Parameter in the context of neurointensive care.,0.95,,,
321,hierarchy,Optional Monitoring Parameter,subClassOf,Monitoring Data,the physiological vital functions are extensively monitored.,accept_direct,,,,,"Optional Monitoring Parameter is a subclass of Monitoring Data, aligning with the defined ontology structure.",0.95,,,
322,hierarchy,ICP,subClassOf,Core Monitoring Parameter,the physiological vital functions are extensively monitored.,accept_direct,,,,,ICP is a recognized subclass of Core Monitoring Parameter in neurointensive care.,0.95,,,
323,hierarchy,Removal of Foreign Body,subClassOf,Surgical Procedure,the physiological vital functions are extensively monitored.,accept_direct,,,,,"Removal of Foreign Body is a specific type of Surgical Procedure, validating the subclass relationship.",0.9,,,
324,hierarchy,Peripheral Temperature,subClassOf,Optional Monitoring Parameter,the physiological vital functions are extensively monitored.,accept_direct,,,,,"Peripheral Temperature is a subclass of Optional Monitoring Parameter, aligning with the defined hierarchy.",0.9,,,
325,hierarchy,Sodium,subClassOf,Biochemistry,the physiological vital functions are extensively monitored.,accept_direct,,,,,Sodium is a valid subclass of Biochemistry as it is a biochemical parameter assessed in laboratory values.,0.9,,,
326,hierarchy,Fluids,subClassOf,Baseline Therapy,the physiological vital functions are extensively monitored.,reject,,,,,Fluids is not a subclass of Baseline Therapy as defined; the definitions do not align with the standard medical meaning.,0.85,,,
327,hierarchy,Extra Ventricular Drain Placement,subClassOf,Surgical Procedure,the physiological vital functions are extensively monitored.,accept_direct,,,,,Extra Ventricular Drain Placement is a specific type of Surgical Procedure.,0.95,,,
328,hierarchy,EtCO2,subClassOf,Optional Monitoring Parameter,the physiological vital functions are extensively monitored.,accept_direct,,,,,EtCO2 is a recognized subclass of Optional Monitoring Parameter in the context of neurointensive care.,0.9,,,
329,hierarchy,Sjo2,subClassOf,Optional Monitoring Parameter,the physiological vital functions are extensively monitored.,accept_direct,,,,,"Sjo2 is a subclass of Optional Monitoring Parameter, aligning with the ontology structure.",0.9,,,
330,hierarchy,Blood Gases,subClassOf,Laboratory Values,the physiological vital functions are extensively monitored.,accept_direct,,,,,"Blood Gases is a subclass of Laboratory Values, aligning with the ontology structure.",0.9,,,
331,hierarchy,Haemoglobin,subClassOf,Haematology,the physiological vital functions are extensively monitored.,accept_direct,,,,,Haemoglobin is a valid subclass of Haematology as it pertains to blood analysis.,0.9,,,
332,hierarchy,Glucose,subClassOf,Biochemistry,the physiological vital functions are extensively monitored.,reject,,,,,Glucose is not a subclass of Biochemistry; it is an analyte within the Biochemistry panel.,0.9,,,
333,hierarchy,Anterior Fossa Repair,subClassOf,Surgical Procedure,the physiological vital functions are extensively monitored.,accept_direct,,,,,"Anterior Fossa Repair is a type of Surgical Procedure, aligning with the subclass relationship.",0.95,,,
334,hierarchy,Secondary Insult Treatment,subClassOf,Secondary Insult Therapy,the physiological vital functions are extensively monitored.,accept_direct,,,,,The subclass relationship between Secondary Insult Treatment and Secondary Insult Therapy is clinically valid.,0.9,,,
335,hierarchy,NIBP,subClassOf,Optional Monitoring Parameter,the physiological vital functions are extensively monitored.,accept_direct,,,,,NIBP is correctly classified as a subclass of Optional Monitoring Parameter.,0.95,,,
336,hierarchy,Hypotension,subClassOf,Condition,the physiological vital functions are extensively monitored.,reject,,,,,"Hypotension is not a subclass of Condition; it is a specific medical condition, not a type of stroke.",0.9,,,
337,hierarchy,Haematology,subClassOf,Laboratory Values,the physiological vital functions are extensively monitored.,accept_direct,,,,,Haematology is a valid subclass of Laboratory Values as it pertains to blood tests.,0.9,,,
338,hierarchy,Sedation,subClassOf,Baseline Therapy,the physiological vital functions are extensively monitored.,reject,,,,,"Sedation is not a subclass of Baseline Therapy as defined; it is a type of therapy, not a state of normal carbon dioxide levels.",0.85,,,
339,hierarchy,CT Scan Assessment,subClassOf,Clinical Assessment,the physiological vital functions are extensively monitored.,accept_direct,,,,,CT Scan Assessment is a subclass of Clinical Assessment as it is a structured evaluation method.,0.9,,,
340,hierarchy,Hypotension,subClassOf,Septic Shock,Duration of hypotension before initiation of effective antimicrobial therapy is the critical determinant of survival in human septic shock.,reject,,,,,Hypotension is not a subclass of Septic Shock; they are distinct conditions.,0.85,,,
341,hierarchy,Hypoperfusion,subClassOf,Cerebrovascular Autoregulation,secondary ischemic damage from associated hypoperfusion.,reject,,,,,Hypoperfusion is not a subclass of Cerebrovascular Autoregulation; they are distinct concepts.,0.85,,,
342,hierarchy,Cardiac Output,subClassOf,Optional Monitoring Parameter,Domain-scope scaffolding: Cardiac Output is a known subclass of Optional Monitoring Parameter in the BrainIT domain.,accept_direct,,,,,Cardiac Output is correctly classified as a subclass of Optional Monitoring Parameter.,0.95,,,
343,hierarchy,Nutrition,subClassOf,Baseline Therapy,Domain-scope scaffolding: Nutrition is a known subclass of Baseline Therapy in the BrainIT domain.,accept_direct,,,,,Nutrition is correctly classified as a subclass of Baseline Therapy in the BrainIT domain.,0.95,,,
344,hierarchy,Pupil Assessment,subClassOf,Clinical Assessment,Domain-scope scaffolding: Pupil Assessment is a known subclass of Clinical Assessment in the BrainIT domain.,accept_direct,,,,,Pupil Assessment is correctly identified as a subclass of Clinical Assessment in the BrainIT domain.,0.9,,,
345,hierarchy,Potassium,subClassOf,Biochemistry,Domain-scope scaffolding: Potassium is a known subclass of Biochemistry in the BrainIT domain.,accept_direct,,,,,Potassium is a known subclass of Biochemistry in the BrainIT domain.,0.9,,,
346,hierarchy,Possible Error,subClassOf,Data Quality Assessment,Domain-scope scaffolding: Possible Error is a known subclass of Data Quality Assessment in the BrainIT domain.,accept_direct,,,,,Possible Error is a recognized subclass of Data Quality Assessment in the BrainIT domain.,0.9,,,
347,hierarchy,Hypertension,subClassOf,Condition,Schema-inferred: Hypertension is a subclass of Condition.,reject,,,,,Hypertension is not a subclass of Condition as defined; Condition refers specifically to stroke-related issues.,0.9,,,
348,hierarchy,Biochemistry,subClassOf,Laboratory Values,Schema-inferred: Biochemistry is a subclass of Laboratory Values.,accept_direct,,,,,Biochemistry is a recognized subclass of Laboratory Values in the context of neurointensive care.,0.95,,,
349,hierarchy,Arterial Pressors,subClassOf,Secondary Insult Therapy,Schema-inferred: Arterial Pressors is a subclass of Secondary Insult Therapy.,accept_direct,,,,,Arterial Pressors is correctly classified as a subclass of Secondary Insult Therapy.,0.95,,,
350,hierarchy,Secondary Insult Therapy,subClassOf,Therapy,Schema-inferred: Secondary Insult Therapy is a subclass of Therapy.,accept_direct,,,,,Secondary Insult Therapy is correctly classified as a subclass of Therapy.,0.95,,,
351,hierarchy,Intracranial Hypertension,subClassOf,Secondary Insult,Schema-inferred: Intracranial Hypertension is a subclass of Secondary Insult.,accept_direct,,,,,Intracranial Hypertension is a recognized subclass of Secondary Insult in neurointensive care.,0.95,,,
352,hierarchy,Jugular Venous Desaturation,subClassOf,Secondary Insult,Schema-inferred: Jugular Venous Desaturation is a subclass of Secondary Insult.,accept_direct,,,,,Jugular Venous Desaturation is clinically recognized as a subclass of Secondary Insult in neurointensive care.,0.9,,,
353,hierarchy,GOSe Outcome,subClassOf,Outcome,Schema-inferred: GOSe Outcome is a subclass of Outcome.,accept_direct,,,,,GOSe Outcome is a recognized subclass of Outcome in the context of TBI assessment.,0.95,,,
354,hierarchy,CVP,subClassOf,Optional Monitoring Parameter,Schema-inferred: Central Venous Pressure is a subclass of Optional Monitoring Parameter.,accept_direct,,,,,CVP is correctly classified as a subclass of Optional Monitoring Parameter.,0.9,,,
355,hierarchy,Acute Respiratory Distress Syndrome,subClassOf,Secondary Insult,Schema-inferred: Acute Respiratory Distress Syndrome is a subclass of Secondary Insult.,reject,,,,,Acute Respiratory Distress Syndrome is not a subclass of Secondary Insult in the context of neurointensive care.,0.9,,,
356,hierarchy,Traumatic Brain Injury,subClassOf,Brain Injury,Traumatic brain injury (TBI) is a leading cause of death and long-term disability worldwide.,accept_direct,,,,,"Traumatic Brain Injury is a subclass of Brain Injury, aligning with standard medical definitions.",0.95,,,
357,hierarchy,Condition,subClassOf,Mortality,"Clinical management of this population is focused on minimising tivity, disease severity and mortality is related to the partial pressure of any secondary injury, such as ischemia or raised intracranial pressure brain tissue oxygen (PbtO2) .",reject,,,,,"Mortality is not a subclass of Condition; it is an outcome measure, not a medical condition itself.",0.9,,,
358,hierarchy,Arterial Hypotension,subClassOf,Secondary Insult,[inferred] Arterial Hypotension is a subclass of Secondary Insult (deterministic hierarchy checklist).,accept_direct,,,,,Arterial Hypotension is a clinically recognized subclass of Secondary Insult in the context of neurointensive care.,0.9,,,
359,hierarchy,Brain Injury,subClassOf,Condition,[inferred] Chain-of-Layer: Brain Injury is organized under Condition,reject,,,,,Brain Injury is not a subclass of Condition; it is a specific type of medical condition.,0.85,,,
360,hierarchy,Secondary Brain Injury,subClassOf,Brain Injury,[inferred] Chain-of-Layer: Secondary Brain Injury is organized under Brain Injury,accept_direct,,,,,"Secondary Brain Injury is a subclass of Brain Injury, aligning with established medical definitions.",0.95,,,
361,hierarchy,Cerebrovascular Autoregulation,subClassOf,Secondary Insult,[inferred] Chain-of-Layer: Cerebrovascular Autoregulation is organized under Secondary Insult,accept_direct,,,,,Cerebrovascular Autoregulation is a valid subclass of Secondary Insult as it relates to complications after initial injury.,0.85,,,
362,hierarchy,Adverse Event,subClassOf,Condition,[inferred] Chain-of-Layer: Adverse Event is organized under Condition,reject,,,,,Adverse Event is not a subclass of Condition; it is a specific occurrence related to medical interventions.,0.85,,,
363,hierarchy,Heart Rate,subClassOf,Physiological Data,[inferred] Chain-of-Layer: Heart Rate is organized under Physiological Data,accept_direct,,,,,"Heart Rate is a subclass of Physiological Data, aligning with the established ontology structure.",0.95,,,
364,hierarchy,Mean Arterial Pressure (MAP),subClassOf,Physiological Data,[inferred] Chain-of-Layer: Mean Arterial Pressure (MAP) is organized under Physiological Data,accept_direct,,,,,"Mean Arterial Pressure (MAP) is a subclass of Physiological Data, aligning with the ontology's structure.",0.9,,,
365,hierarchy,ICP,subClassOf,Physiological Data,[inferred] Chain-of-Layer: ICP is organized under Physiological Data,accept_direct,,,,,"ICP is a subclass of Physiological Data, aligning with the ontology structure.",0.95,,,
366,hierarchy,CPP,subClassOf,Physiological Data,[inferred] Chain-of-Layer: CPP is organized under Physiological Data,accept_direct,,,,,"CPP is a subclass of Physiological Data, aligning with the ontology's structure.",0.9,,,
367,hierarchy,Carbon Dioxide,subClassOf,Physiological Data,[inferred] Chain-of-Layer: Carbon Dioxide is organized under Physiological Data,accept_direct,,,,,Carbon Dioxide is a valid subclass of Physiological Data as it reflects physiological parameters.,0.95,,,
368,hierarchy,Pbro2,subClassOf,Physiological Data,[inferred] Chain-of-Layer: Pbro2 is organized under Physiological Data,accept_direct,,,,,"PbrO2 is a subclass of Physiological Data, reflecting its role in assessing cerebral oxygenation.",0.95,,,
369,hierarchy,Partial Pressure of Brain Tissue Oxygen,subClassOf,Physiological Data,[inferred] Chain-of-Layer: Partial Pressure of Brain Tissue Oxygen is organized under Physiological Data,accept_direct,,,,,"Partial Pressure of Brain Tissue Oxygen is a subclass of Physiological Data, aligning with the ontology structure.",0.95,,,
370,hierarchy,Partial Pressure of Carbon Dioxide,subClassOf,Physiological Data,[inferred] Chain-of-Layer: Partial Pressure of Carbon Dioxide is organized under Physiological Data,accept_direct,,,,,Partial Pressure of Carbon Dioxide is a valid subclass of Physiological Data.,0.95,,,
371,hierarchy,Hypothermia Therapy,subClassOf,Baseline Therapy,[inferred] Chain-of-Layer: Hypothermia Therapy is organized under Therapy,reject,,,,,"Hypothermia Therapy is not a subclass of Baseline Therapy as defined; it is a specific treatment, not a standard ICU therapy.",0.85,,,
372,hierarchy,Patient Interventions,subClassOf,Therapy,[inferred] Chain-of-Layer: Patient Interventions is organized under Therapy,accept_direct,,,,,"Patient Interventions is a valid subclass of Therapy, aligning with the ontology structure.",0.95,,,
373,hierarchy,Guideline Adherence,subClassOf,Clinical Practice,[inferred] Chain-of-Layer: Guideline Adherence is organized under Clinical Practice,accept_direct,,,,,"Guideline Adherence is a specific aspect of Clinical Practice, making the subclass relationship valid.",0.95,,,
374,hierarchy,Clinical Reminders,subClassOf,Clinical Practice,[inferred] Chain-of-Layer: Clinical Reminders is organized under Clinical Practice,accept_direct,,,,,Clinical Reminders is a valid subclass of Clinical Practice as it aids in guideline adherence.,0.9,,,
375,hierarchy,Outcome Score,subClassOf,Outcome,[inferred] Chain-of-Layer: Outcome Score is organized under Outcome,accept_direct,,,,,"Outcome Score is a subclass of Outcome, aligning with the ontology structure.",0.95,,,
376,hierarchy,Mortality,subClassOf,Outcome,[inferred] Mortality is a subclass of Outcome (deterministic hierarchy checklist).,accept_direct,,,,,Mortality is a recognized subclass of Outcome in clinical contexts.,0.95,,,
377,hierarchy,Pressure Reactivity Index (PRx),subClassOf,Derived Parameter,derived index reflecting cerebrovascular pressure reactivity,accept_direct,,,,,"PRx is a derived parameter used to assess cerebrovascular pressure reactivity, fitting the subclass definition.",0.9,,,
378,hierarchy,Physiotherapy,subClassOf,Nursing Intervention,[inferred] Physiotherapy is a subclass of Nursing Intervention.,accept_direct,,,,,Physiotherapy is correctly classified as a subclass of Nursing Intervention.,0.9,,,
379,hierarchy,ICP Sensor Placement,subClassOf,Surgical Procedure,placement of ICP monitoring sensor,revise,4.1,ICP Sensor Placement,subClassOf,Monitoring Data,"ICP Sensor Placement should be a subclass of Monitoring Data, not Surgical Procedure.",0.85,"ICP Sensor Placement should be a subclass of Monitoring Data, not Surgical Procedure.",0.9,
380,hierarchy,White Blood Cell Count,subClassOf,Haematology,[inferred] White Blood Cell Count is a subclass of Haematology.,accept_direct,,,,,"White Blood Cell Count is a valid subclass of Haematology, aligning with standard medical definitions.",0.95,,,
381,hierarchy,Analgesia,subClassOf,Baseline Therapy,[inferred] Analgesia is a subclass of Baseline Therapy.,accept_direct,,,,,Analgesia is correctly classified as a subclass of Baseline Therapy in neurointensive care.,0.95,,,
382,hierarchy,Noradrenaline,subClassOf,Vasopressors,[inferred] Noradrenaline is a subclass of Vasopressors.,accept_direct,,,,,"Noradrenaline is a known vasopressor, making the subclass relationship valid.",0.9,,,
383,hierarchy,Anti-pyretics,subClassOf,Baseline Therapy,[inferred] Anti-pyretics is a subclass of Baseline Therapy.,accept_direct,,,,,Anti-pyretics is a recognized subclass of Baseline Therapy in neurointensive care.,0.95,,,
384,hierarchy,Paralysis,subClassOf,Baseline Therapy,[inferred] Paralysis is a subclass of Baseline Therapy.,reject,,,,,"Paralysis is not a subclass of Baseline Therapy; it is a type of intervention, not a standard therapy.",0.85,,,
385,hierarchy,Anti-hypertensives,subClassOf,Baseline Therapy,[inferred] Anti-hypertensives is a subclass of Baseline Therapy.,accept_direct,,,,,Anti-hypertensives is correctly classified as a subclass of Baseline Therapy.,0.95,,,
386,hierarchy,Osmotics,subClassOf,Secondary Insult Therapy,[inferred] Osmotics is a subclass of Secondary Insult Therapy.,accept_direct,,,,,Osmotics is a recognized subclass of Secondary Insult Therapy in neurointensive care.,0.95,,,
387,hierarchy,Skull Fracture Elevation,subClassOf,Surgical Procedure,[inferred] Skull Fracture Elevation is a subclass of Surgical Procedure.,accept_direct,,,,,Skull Fracture Elevation is a valid subclass of Surgical Procedure in the neurointensive care context.,0.9,,,
388,hierarchy,CPP,subClassOf,Derived Parameter,Cerebral Perfusion Pressure (CPP) management,accept_direct,,,,,CPP is a subclass of Derived Parameter as it is a calculated monitoring parameter.,0.9,,,
389,hierarchy,Patient Transport,subClassOf,Nursing Intervention,[inferred] Patient Transport is a subclass of Nursing Intervention.,accept_direct,,,,,Patient Transport is a valid subclass of Nursing Intervention.,0.9,,,
390,hierarchy,Systemic Hypotension,subClassOf,Secondary Insult,[inferred] Systemic Hypotension is a subclass of Secondary Insult.,accept_direct,,,,,Systemic Hypotension is a recognized subclass of Secondary Insult in the context of neurointensive care.,0.9,,,
391,hierarchy,Ventilation,subClassOf,Baseline Therapy,[inferred] Ventilation is a subclass of Baseline Therapy.,accept_direct,,,,,Ventilation is a recognized subclass of Baseline Therapy in neurointensive care.,0.95,,,
392,hierarchy,Routine Nursing Care,subClassOf,Nursing Intervention,routine nursing care,accept_direct,,,,,"Routine Nursing Care is a subclass of Nursing Intervention, as defined in the ontology.",0.95,,,
393,hierarchy,Antibiotics,subClassOf,Baseline Therapy,[inferred] Antibiotics is a subclass of Baseline Therapy.,accept_direct,,,,,Antibiotics is correctly classified as a subclass of Baseline Therapy.,0.95,,,
394,hierarchy,Hypotension,subClassOf,Secondary Insult,Hypotension is a recognized secondary insult after traumatic brain injury (TBI).,accept_direct,,,,,Hypotension is a recognized subclass of Secondary Insult in the context of TBI.,0.9,,,
395,hierarchy,Steroids,subClassOf,Secondary Insult Therapy,Domain-scope scaffolding: Steroids is a known subclass of Secondary Insult Therapy in the BrainIT domain.,accept_direct,,,,,Steroids is a known subclass of Secondary Insult Therapy in the BrainIT domain.,0.9,,,
396,hierarchy,Arterial Hypotension,subClassOf,Systemic Hypotension,Schema-inferred: Arterial Hypotension is a subclass of Systemic Hypotension.,accept_direct,,,,,"Arterial Hypotension is a subclass of Systemic Hypotension, aligning with standard medical definitions.",0.9,,,
397,hierarchy,Pbro2,subClassOf,Optional Monitoring Parameter,Schema-inferred: Brain Tissue Oxygen is a subclass of Optional Monitoring Parameter.,accept_direct,,,,,PbrO2 is correctly classified as a subclass of Optional Monitoring Parameter.,0.95,,,
398,hierarchy,Electrocardiogram (ECG),subClassOf,Monitoring Data,"Minute by minute monitoring data This is the minimum minute by minute monitoring data required for inclusion in the Brain Monitoring with Information Technology (BrainIT) Database and include: Heart Rate (specifying source: Electrocardiogram (ECG) or Pulse Oximetry), Respiration Rate (sources: impedance plethmography or ventilator), Mean Arterial Pressure, mean Intracranial Pressure (ICP), Pulse Oximetry (SaO2) and Temperature (sources: rectal=oesophageal= bladder=skin.) I.",accept_direct,,,,,Electrocardiogram (ECG) is a valid subclass of Monitoring Data as it pertains to physiological monitoring.,0.95,,,
