triple_index,kind,subject,relation,object,evidence,verdict,revise_subtype,suggested_subject,suggested_relation,suggested_object,justification,confidence,stage_b_justification,stage_b_confidence,flags
258,relation,Peripheral Temperature,is monitored by,Sensor,[inferred] cluster completion,accept_direct,,,,,The relationship between Peripheral Temperature and Sensor is semantically correct and directly applicable in the neuro-ICU context.,0.9,,,
259,relation,Peripheral Temperature,has monitoring data,Timepoint,[inferred] cluster completion,revise,4.4,Peripheral Temperature,is monitored at,Timepoint,The relation label needs clarification to better reflect the connection between temperature and timepoint data.,0.7,The relation label should clarify the monitoring context between temperature and timepoint.,0.9,low_evidence
260,relation,Reading,is measured at,Timepoint,[inferred] cluster completion,accept_direct,,,,,The relation 'is measured at' correctly connects 'Reading' and 'Timepoint' as defined.,0.9,,,
261,relation,Reading,measures parameter,Parameter,[inferred] cluster completion,revise,4.4,Reading,records,Parameter,The relation 'measures parameter' should be adjusted to better reflect the context of the classes involved.,0.8,The relation should reflect the action of recording rather than measuring.,0.9,
262,relation,Respiration Rate,is monitored by,Sensor,[inferred] cluster completion,accept_direct,,,,,The triple correctly represents a direct relationship between respiration rate and sensor monitoring.,0.9,,,
263,relation,Respiration Rate,has monitoring data,Timepoint,[inferred] cluster completion,revise,4.4,Respiration Rate,has associated timepoint,Timepoint,The relation label 'has monitoring data' may need clarification to accurately reflect the connection between the classes.,0.8,The relation label needs to better reflect the association between respiration rate and timepoints.,0.9,
264,relation,Temperature,is monitored by,Sensor,[inferred] cluster completion,revise,4.4,Temperature,is measured by,Sensor,The relation 'is monitored by' should be more accurately described as 'is measured by' for clarity.,0.7,The relation 'is monitored by' should be corrected to 'is measured by' for clarity.,0.9,low_evidence
265,relation,Temperature,has monitoring data,Timepoint,[inferred] cluster completion,accept_direct,,,,,The relationship between Temperature and Timepoint is semantically correct as monitoring data is directly associated with both concepts.,0.9,,,
266,relation,Biochemistry,has laboratory value,Potassium,[inferred] cluster completion,revise,4.4,Biochemistry,measures,Potassium,The relation 'has laboratory value' should be more accurately labeled as 'measures' for clarity in context.,0.8,The relation 'has laboratory value' is incorrectly labeled and should be 'measures' for clarity.,0.9,
267,relation,Biochemistry,has laboratory value,Sodium,[inferred] cluster completion,revise,4.4,Biochemistry,assesses,Sodium,The relation 'has laboratory value' should be more accurately labeled to reflect the specific biochemical context.,0.8,The relation 'has laboratory value' is incorrect; 'assesses' better reflects the context.,0.9,
268,relation,Blood Gases,is monitored by,Monitoring,[inferred] cluster completion,revise,4.4,Blood Gases,is assessed by,Monitoring,The relation label 'is monitored by' needs to be adjusted to better reflect the monitoring context of blood gases.,0.7,The relation label should reflect the assessment context of blood gases.,0.9,low_evidence
269,relation,Cardiac Output,is monitored by,Monitoring,[inferred] cluster completion,revise,4.4,Cardiac Output,is monitored by continuous observation,Monitoring,The relation label needs clarification; it should specify the type of monitoring rather than a general term.,0.7,The relation label should specify the type of monitoring more clearly.,0.9,low_evidence
270,relation,Fluids,is monitored by,Monitoring,[inferred] cluster completion,revise,4.4,Fluids — Fluid input and output management.,is monitored in,Monitoring — The continuous observation and measurement of physiological parameters in critically ill patients to detect changes in their condition.,The relation label 'is monitored by' may need adjustment to better reflect the monitoring context in neuro-ICU.,0.7,The relation label needs to better reflect the context of monitoring in neuro-ICU.,0.9,low_evidence
271,relation,Glucose,is monitored by,Monitoring,[inferred] cluster completion,accept_direct,,,,,The triple accurately represents a direct relationship between glucose and monitoring in the context of critically ill patients.,0.9,,,
272,relation,Haematocrit,has laboratory value,Haematology,[inferred] cluster completion,revise,4.4,Haematocrit — Packed cell volume. Daily haematology value.,is assessed through,"Haematology — The study of blood, blood-forming organs, and blood diseases, often assessed through laboratory values.",The relation 'has laboratory value' should be more accurately defined as 'is assessed through' for clarity.,0.7,The relation label was incorrect and needed to be more accurately defined.,0.9,low_evidence
273,relation,Haematology,has laboratory value,Haemoglobin,[inferred] cluster completion,revise,4.4,Haematology,has laboratory value for,Haemoglobin,The relation label should be adjusted to accurately reflect the context of laboratory values in haematology.,0.8,The relation label should specify the context of laboratory values in haematology.,0.9,
274,relation,Haematology,has laboratory value,Haematocrit,[inferred] cluster completion,revise,4.4,Haematology,assesses,Haematocrit,The relation label needs to be adjusted to reflect a more accurate connection between haematology and haematocrit.,0.7,The relation label should reflect the assessment role of haematology regarding haematocrit values.,0.9,low_evidence
275,relation,Haemoglobin,has laboratory value,Haematology,[inferred] cluster completion,revise,4.4,Haemoglobin,has concentration value,Haemoglobin concentration,The relation label 'has laboratory value' needs to be more accurately defined or specified for clarity.,0.7,The relation label needs to specify the type of laboratory value more clearly.,0.9,low_evidence
276,relation,Monitoring,monitoring indicates condition,Secondary Insult,[inferred] cluster completion,reject,,,,,The relation 'monitoring indicates condition' is semantically incorrect as monitoring does not directly indicate a secondary insult.,0.9,,,
277,relation,Nutrition,is monitored by,Monitoring,[inferred] cluster completion,revise,4.4,Nutrition,supports,Monitoring,The relation 'is monitored by' should be revised to reflect a more appropriate connection between Nutrition and Monitoring.,0.7,The relationship should reflect that nutrition supports monitoring in critically ill patients.,0.9,low_evidence
278,relation,Potassium,has laboratory value,Biochemistry,[inferred] cluster completion,revise,4.4,Potassium,is a component of,Biochemistry,The relation label 'has laboratory value' needs clarification to accurately reflect the relationship between potassium and biochemistry.,0.7,The relation label needs to accurately reflect potassium's role in biochemistry.,0.9,low_evidence
279,relation,Sedation,is monitored by,Monitoring,[inferred] cluster completion,accept_direct,,,,,The relationship between sedation management and monitoring is semantically correct and directly applicable in the neuro-ICU context.,0.9,,,
280,relation,Sodium,has laboratory value,Biochemistry,[inferred] cluster completion,revise,4.2,Sodium,has specific laboratory value,Serum sodium (Na),The relation 'has laboratory value' should be more specific to reflect the context of sodium as a specific laboratory value.,0.8,The relation should specify sodium's specific laboratory value rather than a general category.,0.9,
281,relation,Disability,is associated with,Outcome Score,[inferred] cluster completion,accept_direct,,,,,The relationship between Disability and Outcome Score is clinically valid and directly associated.,0.9,,,
282,relation,Disability,is influenced by,GCS Assessment,[inferred] cluster completion,accept_direct,,,,,The relationship between Disability and GCS Assessment is semantically correct and directly applicable in the neurointensive care context.,0.9,,,
283,relation,GCS Assessment,is associated with,Pupil Assessment,[inferred] cluster completion,reject,,,,,The relationship between GCS Assessment and Pupil Assessment is not clinically valid as described.,0.9,,,
284,relation,GOSe Outcome,relates to clinical outcome,Outcome Score,[inferred] cluster completion,accept_direct,,,,,The triple correctly relates the GOSe Outcome to the Outcome Score as both assess patient outcomes after brain injury.,0.9,,,
285,relation,Motor Impairment,is associated with,Disability,[inferred] cluster completion,accept_direct,,,,,Motor Impairment is directly associated with Disability in the context of brain injury patients.,0.9,,,
286,relation,Motor Impairment,is influenced by,GCS Assessment,[inferred] cluster completion,accept_direct,,,,,The triple correctly represents the influence of GCS Assessment on Motor Impairment in brain injury patients.,0.9,,,
287,relation,Outcome Score,predicts outcome,GOSe Outcome,[inferred] cluster completion,accept_direct,,,,,The triple correctly represents a direct relationship between the Outcome Score and GOSe Outcome in assessing neurological outcomes.,0.9,,,
288,relation,Outcome Score,is associated with,Disability,[inferred] cluster completion,accept_direct,,,,,The relationship between Outcome Score and Disability is semantically correct and directly applicable in the neurointensive care context.,0.9,,,
289,relation,Pupil Assessment,is associated with,GCS Assessment,[inferred] cluster completion,accept_direct,,,,,The relationship between Pupil Assessment and GCS Assessment is semantically correct and directly relevant in the neurointensive care context.,0.9,,,
290,relation,CPP,is influenced by,ICP,[inferred] cluster completion,accept_direct,,,,,The relationship between CPP and ICP is clinically accurate and directly relevant in neurointensive care.,0.9,,,
291,relation,CPP,calculates,Mean Cerebral Perfusion Pressure,[inferred] cluster completion,revise,4.4,Mean Cerebral Perfusion Pressure,is calculated as,the difference between mean arterial pressure and intracranial pressure,The relation 'calculates' should be revised to reflect a more appropriate relationship between CPP and Mean Cerebral Perfusion Pressure.,0.8,The relation 'calculates' is incorrect; it should describe the definition of Mean Cerebral Perfusion Pressure.,0.9,
292,relation,Intracranial Hypertension,is a condition of,ICP,[inferred] cluster completion,accept_direct,,,,,The triple correctly identifies ICP as a condition related to intracranial hypertension.,0.9,,,
293,relation,Mean Cerebral Perfusion Pressure,is influenced by,ICP,[inferred] cluster completion,accept_direct,,,,,The relationship accurately reflects the influence of ICP on Mean Cerebral Perfusion Pressure within the neurointensive care context.,0.9,,,
294,relation,Pressure Reactivity Index (PRx),assesses,ICP,[inferred] cluster completion,accept_direct,,,,,The triple correctly represents the relationship between PRx and ICP as both are relevant in neurointensive care.,0.9,,,
295,relation,Carbon Dioxide,is monitored by,Partial Pressure of Carbon Dioxide,[inferred] cluster completion,accept_direct,,,,,The triple correctly represents the monitoring relationship between Carbon Dioxide and its partial pressure in assessing respiratory function.,0.9,,,
296,relation,Carbon Dioxide,is associated with,Ventilation,[inferred] cluster completion,accept_direct,,,,,Carbon Dioxide is directly associated with Ventilation in the context of respiratory function monitoring.,0.9,,,
297,relation,End-tidal Carbon Dioxide,assesses,Ventilation,[inferred] cluster completion,revise,4.4,End-tidal Carbon Dioxide,measures,Ventilation,The relation 'assesses' should be changed to 'measures' for clarity and accuracy.,0.8,The relation 'assesses' is incorrect and should be replaced with 'measures' for accuracy.,0.95,
298,relation,End-tidal Carbon Dioxide,is measured by,Sensor,[inferred] cluster completion,revise,4.4,End-tidal Carbon Dioxide,is recorded by,Sensor,The relation 'is measured by' should be more accurately represented as 'is recorded by' for clarity.,0.7,The relation 'is measured by' should be replaced with 'is recorded by' for clarity.,0.9,low_evidence
299,relation,Partial Pressure of Carbon Dioxide,is influenced by,Ventilation,[inferred] cluster completion,accept_direct,,,,,The relationship between partial pressure of carbon dioxide and ventilation is clinically valid and directly applicable.,0.9,,,
300,hierarchy,Decompressive Craniectomy,subClassOf,Surgical Procedure,Decompressive craniectomy (DC) is a surgical technique originally described by Kocher in 1901.,accept_direct,,,,,Decompressive craniectomy is correctly classified as a type of surgical procedure.,0.9,,,
301,hierarchy,Secondary Insult,subClassOf,Insult,One of the most critical types of systemic secondary insult is arterial hypotension.,accept_direct,,,,,The relationship between Secondary Insult and Insult is correctly identified as a subclass relation.,0.9,,,
302,hierarchy,Vasopressors,subClassOf,Baseline Therapy,[inferred] Vasopressors is a subclass of Baseline Therapy (deterministic hierarchy checklist).,reject,,,,,Vasopressors are not a subclass of Baseline Therapy; they serve a different purpose in critical care.,0.9,,,
303,hierarchy,Secondary Insult,subClassOf,Condition,[inferred] Secondary Insult is a subclass of Condition (deterministic hierarchy checklist).,reject,,,,,Secondary Insult is not a subclass of Condition as defined; it refers to complications rather than a type of stroke.,0.9,,,
304,hierarchy,Core Monitoring Parameter,subClassOf,Monitoring Data,[inferred] Chain-of-Layer: Core Monitoring Parameter is organized under Monitoring Data,accept_direct,,,,,The triple correctly identifies a direct subclass relationship between Core Monitoring Parameter and Monitoring Data.,0.9,,,
305,hierarchy,Heart Rate,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Heart Rate is organized under Core Monitoring Parameter,accept_direct,,,,,Heart Rate is correctly classified as a Core Monitoring Parameter.,0.9,,,
306,hierarchy,Mean Arterial Pressure (MAP),subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Mean Arterial Pressure (MAP) is organized under Core Monitoring Parameter,accept_direct,,,,,Mean Arterial Pressure (MAP) is correctly classified as a Core Monitoring Parameter.,0.9,,,
307,hierarchy,Mean Intracranial Pressure,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Mean Intracranial Pressure is organized under Core Monitoring Parameter,accept_direct,,,,,The triple correctly identifies Mean Intracranial Pressure as a subclass of Core Monitoring Parameter based on the provided evidence.,0.9,,,
308,hierarchy,Mean Cerebral Perfusion Pressure,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Mean Cerebral Perfusion Pressure is organized under Core Monitoring Parameter,accept_direct,,,,,Mean Cerebral Perfusion Pressure is correctly classified as a Core Monitoring Parameter.,0.9,,,
309,hierarchy,Pressure Reactivity Index (PRx),subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Pressure Reactivity Index (PRx) is organized under Core Monitoring Parameter,accept_direct,,,,,The triple correctly identifies PRx as a subclass of Core Monitoring Parameter based on the provided evidence.,0.9,,,
310,hierarchy,Monitoring Time,subClassOf,Monitoring Data,[inferred] Chain-of-Layer: Monitoring Time is organized under Monitoring Data,reject,,,,,Monitoring Time is not a subclass of Monitoring Data as they represent different concepts.,0.9,,,
311,hierarchy,Baseline Therapy,subClassOf,Therapy,[inferred] Chain-of-Layer: Baseline Therapy is organized under Therapy,accept_direct,,,,,The triple correctly identifies Baseline Therapy as a subclass of Therapy based on the provided evidence.,0.9,,,
312,hierarchy,Barbiturates,subClassOf,Secondary Insult Therapy,[inferred] Chain-of-Layer: Barbiturates is organized under Baseline Therapy,reject,,,,,"Barbiturates are not a subclass of Secondary Insult Therapy, as they serve different therapeutic purposes.",0.9,,,
313,hierarchy,Traumatic Brain Injury,subClassOf,Condition,[inferred] Chain-of-Layer: Traumatic Brain Injury is organized under Condition,reject,,,,,Traumatic Brain Injury is not a subclass of Condition as defined; it is a distinct category of injury.,0.9,,,
314,hierarchy,Sepsis,subClassOf,Condition,[inferred] Chain-of-Layer: Sepsis is organized under Condition,reject,,,,,Sepsis is not a type of stroke and does not belong under the class Condition as defined.,1.0,,,
315,hierarchy,Septic Shock,subClassOf,Condition,[inferred] Chain-of-Layer: Septic Shock is organized under Condition,reject,,,,,Septic Shock is not a type of stroke and thus cannot be classified as a subclass of Condition as defined.,1.0,,,
316,hierarchy,GCS Assessment,subClassOf,Clinical Assessment,[inferred] Chain-of-Layer: GCS Assessment is organized under Outcome,accept_direct,,,,,"GCS Assessment is a specific type of Clinical Assessment, making the subclass relationship valid.",0.9,,,
317,hierarchy,Guideline Adherence,subClassOf,Guideline,[inferred] Chain-of-Layer: Guideline Adherence is organized under Guideline,accept_direct,,,,,The triple correctly represents a direct subclass relationship between Guideline Adherence and Guideline.,0.9,,,
318,hierarchy,Cerebrovascular Autoregulation,subClassOf,Condition,[inferred] Cerebrovascular Autoregulation is a subclass of Condition (deterministic hierarchy checklist).,reject,,,,,"Cerebrovascular Autoregulation is not a subclass of Condition; it describes a physiological mechanism, not a type of stroke.",0.9,,,
319,hierarchy,Haematocrit,subClassOf,Haematology,the physiological vital functions are extensively monitored.,accept_direct,,,,,The relationship between Haematocrit and Haematology is correctly defined as a subclass relationship.,0.9,,,
320,hierarchy,TCD,subClassOf,Optional Monitoring Parameter,the physiological vital functions are extensively monitored.,reject,,,,,TCD is not a subclass of Optional Monitoring Parameter as defined in the context provided.,0.9,,,
321,hierarchy,Optional Monitoring Parameter,subClassOf,Monitoring Data,the physiological vital functions are extensively monitored.,accept_direct,,,,,The relationship between Optional Monitoring Parameter and Monitoring Data is correctly defined as a subclass relationship.,0.9,,,
322,hierarchy,ICP,subClassOf,Core Monitoring Parameter,the physiological vital functions are extensively monitored.,accept_direct,,,,,ICP is a specific monitoring parameter within the broader category of Core Monitoring Parameters.,0.9,,,
323,hierarchy,Removal of Foreign Body,subClassOf,Surgical Procedure,the physiological vital functions are extensively monitored.,accept_direct,,,,,The triple correctly identifies a subclass relationship between the two classes at the current level of specificity.,0.9,,,
324,hierarchy,Peripheral Temperature,subClassOf,Optional Monitoring Parameter,the physiological vital functions are extensively monitored.,accept_direct,,,,,Peripheral Temperature is a specific type of Optional Monitoring Parameter.,0.9,,,
325,hierarchy,Sodium,subClassOf,Biochemistry,the physiological vital functions are extensively monitored.,accept_direct,,,,,"Sodium is a specific type of biochemistry value, making the subclass relationship valid.",0.9,,,
326,hierarchy,Fluids,subClassOf,Baseline Therapy,the physiological vital functions are extensively monitored.,reject,,,,,The relationship between Fluids and Baseline Therapy is clinically implausible as they are not directly related concepts.,0.9,,,
327,hierarchy,Extra Ventricular Drain Placement,subClassOf,Surgical Procedure,the physiological vital functions are extensively monitored.,reject,,,,,"Extra Ventricular Drain Placement is a specific procedure, not a general subclass of Surgical Procedure.",0.9,,,
328,hierarchy,EtCO2,subClassOf,Optional Monitoring Parameter,the physiological vital functions are extensively monitored.,accept_direct,,,,,EtCO2 is a specific monitoring parameter that fits directly under the broader category of Optional Monitoring Parameter.,0.9,,,
329,hierarchy,Sjo2,subClassOf,Optional Monitoring Parameter,the physiological vital functions are extensively monitored.,reject,,,,,The relationship between Sjo2 and Optional Monitoring Parameter is not clinically plausible as stated.,0.9,,,
330,hierarchy,Blood Gases,subClassOf,Laboratory Values,the physiological vital functions are extensively monitored.,reject,,,,,Blood gases are not a subclass of routine laboratory tests; they are a specific type of laboratory value.,0.9,,,
331,hierarchy,Haemoglobin,subClassOf,Haematology,the physiological vital functions are extensively monitored.,reject,,,,,The relationship between Haemoglobin and Haematology is not accurately represented as a subclass relation.,0.9,,,
332,hierarchy,Glucose,subClassOf,Biochemistry,the physiological vital functions are extensively monitored.,reject,,,,,Glucose is not a subclass of Biochemistry; it is a component studied within the field.,0.9,,,
333,hierarchy,Anterior Fossa Repair,subClassOf,Surgical Procedure,the physiological vital functions are extensively monitored.,accept_direct,,,,,The triple correctly identifies a subclass relationship between anterior fossa repair and surgical procedures in the neuro-ICU context.,0.9,,,
334,hierarchy,Secondary Insult Treatment,subClassOf,Secondary Insult Therapy,the physiological vital functions are extensively monitored.,reject,,,,,The triple is semantically wrong as the definitions of the classes do not align properly.,0.9,,,
335,hierarchy,NIBP,subClassOf,Optional Monitoring Parameter,the physiological vital functions are extensively monitored.,accept_direct,,,,,NIBP is correctly classified as a subclass of Optional Monitoring Parameter in the context of BrainIT.,0.9,,,
336,hierarchy,Hypotension,subClassOf,Condition,the physiological vital functions are extensively monitored.,reject,,,,,Hypotension is not a type of stroke and does not fit under the class 'Condition' as described.,0.9,,,
337,hierarchy,Haematology,subClassOf,Laboratory Values,the physiological vital functions are extensively monitored.,reject,,,,,"Haematology is not a subclass of Laboratory Values, as they represent different domains of knowledge.",0.9,,,
338,hierarchy,Sedation,subClassOf,Baseline Therapy,the physiological vital functions are extensively monitored.,reject,,,,,"Sedation level management is not a subclass of Baseline Therapy, as they represent different concepts in clinical practice.",0.9,,,
339,hierarchy,CT Scan Assessment,subClassOf,Clinical Assessment,the physiological vital functions are extensively monitored.,reject,,,,,The relationship between CT Scan Assessment and Clinical Assessment is not a subclass relationship; they are distinct assessments.,0.9,,,
340,hierarchy,Hypotension,subClassOf,Septic Shock,Duration of hypotension before initiation of effective antimicrobial therapy is the critical determinant of survival in human septic shock.,reject,,,,,Hypotension is not a subclass of Septic Shock; they are distinct conditions.,0.9,,,
341,hierarchy,Hypoperfusion,subClassOf,Cerebrovascular Autoregulation,secondary ischemic damage from associated hypoperfusion.,reject,,,,,Hypoperfusion is not a subclass of Cerebrovascular Autoregulation; they represent different concepts within cerebrovascular dynamics.,0.9,,,
342,hierarchy,Cardiac Output,subClassOf,Optional Monitoring Parameter,Domain-scope scaffolding: Cardiac Output is a known subclass of Optional Monitoring Parameter in the BrainIT domain.,accept_direct,,,,,The triple correctly identifies Cardiac Output as a subclass of Optional Monitoring Parameter based on the provided evidence.,0.9,,,
343,hierarchy,Nutrition,subClassOf,Baseline Therapy,Domain-scope scaffolding: Nutrition is a known subclass of Baseline Therapy in the BrainIT domain.,reject,,,,,Nutrition is not a subclass of Baseline Therapy as defined; the relationship is clinically implausible.,0.9,,,
344,hierarchy,Pupil Assessment,subClassOf,Clinical Assessment,Domain-scope scaffolding: Pupil Assessment is a known subclass of Clinical Assessment in the BrainIT domain.,accept_direct,,,,,The triple correctly identifies Pupil Assessment as a subclass of Clinical Assessment based on the provided evidence.,0.9,,,
345,hierarchy,Potassium,subClassOf,Biochemistry,Domain-scope scaffolding: Potassium is a known subclass of Biochemistry in the BrainIT domain.,accept_direct,,,,,The triple correctly identifies Potassium as a subclass of Biochemistry based on the provided evidence.,0.9,,,
346,hierarchy,Possible Error,subClassOf,Data Quality Assessment,Domain-scope scaffolding: Possible Error is a known subclass of Data Quality Assessment in the BrainIT domain.,accept_direct,,,,,The triple correctly represents a subclass relationship within the specified domain.,0.9,,,
347,hierarchy,Hypertension,subClassOf,Condition,Schema-inferred: Hypertension is a subclass of Condition.,reject,,,,,Hypertension is not a subclass of Condition as defined; it is a distinct medical condition unrelated to strokes.,0.9,,,
348,hierarchy,Biochemistry,subClassOf,Laboratory Values,Schema-inferred: Biochemistry is a subclass of Laboratory Values.,reject,,,,,Biochemistry is not a subclass of Laboratory Values; they represent different concepts in the clinical context.,0.9,,,
349,hierarchy,Arterial Pressors,subClassOf,Secondary Insult Therapy,Schema-inferred: Arterial Pressors is a subclass of Secondary Insult Therapy.,accept_direct,,,,,The triple correctly identifies Arterial Pressors as a subclass of Secondary Insult Therapy based on the provided definition.,0.9,,,
350,hierarchy,Secondary Insult Therapy,subClassOf,Therapy,Schema-inferred: Secondary Insult Therapy is a subclass of Therapy.,accept_direct,,,,,The triple correctly identifies Secondary Insult Therapy as a subclass of Therapy based on the provided evidence.,0.9,,,
351,hierarchy,Intracranial Hypertension,subClassOf,Secondary Insult,Schema-inferred: Intracranial Hypertension is a subclass of Secondary Insult.,reject,,,,,Intracranial Hypertension is not a subclass of Secondary Insult; it is a condition that can result from secondary insults.,0.9,,,
352,hierarchy,Jugular Venous Desaturation,subClassOf,Secondary Insult,Schema-inferred: Jugular Venous Desaturation is a subclass of Secondary Insult.,reject,,,,,Jugular Venous Desaturation is not a subclass of Secondary Insult as it does not fit the definition of an additional injury or complication.,0.9,,,
353,hierarchy,GOSe Outcome,subClassOf,Outcome,Schema-inferred: GOSe Outcome is a subclass of Outcome.,accept_direct,,,,,The triple correctly identifies GOSe Outcome as a subclass of Outcome based on the provided evidence.,0.9,,,
354,hierarchy,CVP,subClassOf,Optional Monitoring Parameter,Schema-inferred: Central Venous Pressure is a subclass of Optional Monitoring Parameter.,accept_direct,,,,,Central Venous Pressure is correctly classified as a subclass of Optional Monitoring Parameter.,0.9,,,
355,hierarchy,Acute Respiratory Distress Syndrome,subClassOf,Secondary Insult,Schema-inferred: Acute Respiratory Distress Syndrome is a subclass of Secondary Insult.,reject,,,,,Acute Respiratory Distress Syndrome is not a subclass of Secondary Insult; they represent different concepts.,0.9,,,
356,hierarchy,Traumatic Brain Injury,subClassOf,Brain Injury,Traumatic brain injury (TBI) is a leading cause of death and long-term disability worldwide.,accept_direct,,,,,Traumatic Brain Injury is correctly classified as a subclass of Brain Injury based on the definitions provided.,0.9,,,
357,hierarchy,Condition,subClassOf,Mortality,"Clinical management of this population is focused on minimising tivity, disease severity and mortality is related to the partial pressure of any secondary injury, such as ischemia or raised intracranial pressure brain tissue oxygen (PbtO2) .",reject,,,,,The relationship between Condition and Mortality is incorrect as they are not in a direct subclass relationship.,0.9,,,
358,hierarchy,Arterial Hypotension,subClassOf,Secondary Insult,[inferred] Arterial Hypotension is a subclass of Secondary Insult (deterministic hierarchy checklist).,reject,,,,,Arterial Hypotension is not a subclass of Secondary Insult; it is a condition that can lead to secondary insults.,0.9,,,
359,hierarchy,Brain Injury,subClassOf,Condition,[inferred] Chain-of-Layer: Brain Injury is organized under Condition,reject,,,,,Brain Injury is not a subclass of Condition as defined; they represent different categories of medical issues.,0.9,,,
360,hierarchy,Secondary Brain Injury,subClassOf,Brain Injury,[inferred] Chain-of-Layer: Secondary Brain Injury is organized under Brain Injury,accept_direct,,,,,The triple correctly identifies Secondary Brain Injury as a subclass of Brain Injury.,0.9,,,
361,hierarchy,Cerebrovascular Autoregulation,subClassOf,Secondary Insult,[inferred] Chain-of-Layer: Cerebrovascular Autoregulation is organized under Secondary Insult,reject,,,,,Cerebrovascular Autoregulation is not a subclass of Secondary Insult; they represent different concepts.,0.9,,,
362,hierarchy,Adverse Event,subClassOf,Condition,[inferred] Chain-of-Layer: Adverse Event is organized under Condition,reject,,,,,Adverse Event is not a subclass of Condition; they represent different concepts.,0.9,,,
363,hierarchy,Heart Rate,subClassOf,Physiological Data,[inferred] Chain-of-Layer: Heart Rate is organized under Physiological Data,accept_direct,,,,,"Heart Rate is a specific type of Physiological Data, making the subclass relationship valid.",0.9,,,
364,hierarchy,Mean Arterial Pressure (MAP),subClassOf,Physiological Data,[inferred] Chain-of-Layer: Mean Arterial Pressure (MAP) is organized under Physiological Data,accept_direct,,,,,Mean Arterial Pressure (MAP) is correctly classified as a type of Physiological Data.,0.9,,,
365,hierarchy,ICP,subClassOf,Physiological Data,[inferred] Chain-of-Layer: ICP is organized under Physiological Data,accept_direct,,,,,"ICP is a specific type of physiological data, making the subclass relationship valid.",0.9,,,
366,hierarchy,CPP,subClassOf,Physiological Data,[inferred] Chain-of-Layer: CPP is organized under Physiological Data,accept_direct,,,,,CPP is a specific type of physiological data relevant to brain blood flow assessment.,0.9,,,
367,hierarchy,Carbon Dioxide,subClassOf,Physiological Data,[inferred] Chain-of-Layer: Carbon Dioxide is organized under Physiological Data,accept_direct,,,,,Carbon Dioxide is a specific type of Physiological Data related to respiratory function.,0.9,,,
368,hierarchy,Pbro2,subClassOf,Physiological Data,[inferred] Chain-of-Layer: Pbro2 is organized under Physiological Data,accept_direct,,,,,Pbro2 is correctly classified as a subclass of Physiological Data based on the provided evidence.,0.9,,,
369,hierarchy,Partial Pressure of Brain Tissue Oxygen,subClassOf,Physiological Data,[inferred] Chain-of-Layer: Partial Pressure of Brain Tissue Oxygen is organized under Physiological Data,accept_direct,,,,,The triple correctly represents a direct subclass relationship between the two classes.,0.9,,,
370,hierarchy,Partial Pressure of Carbon Dioxide,subClassOf,Physiological Data,[inferred] Chain-of-Layer: Partial Pressure of Carbon Dioxide is organized under Physiological Data,accept_direct,,,,,The triple correctly represents Partial Pressure of Carbon Dioxide as a subclass of Physiological Data.,0.9,,,
371,hierarchy,Hypothermia Therapy,subClassOf,Baseline Therapy,[inferred] Chain-of-Layer: Hypothermia Therapy is organized under Therapy,reject,,,,,Hypothermia Therapy is not a subclass of Baseline Therapy as they represent different concepts in treatment.,0.9,,,
372,hierarchy,Patient Interventions,subClassOf,Therapy,[inferred] Chain-of-Layer: Patient Interventions is organized under Therapy,accept_direct,,,,,The triple correctly identifies Patient Interventions as a subclass of Therapy based on the provided evidence.,0.9,,,
373,hierarchy,Guideline Adherence,subClassOf,Clinical Practice,[inferred] Chain-of-Layer: Guideline Adherence is organized under Clinical Practice,accept_direct,,,,,"Guideline Adherence is a specific aspect of Clinical Practice, making the subclass relationship valid.",0.9,,,
374,hierarchy,Clinical Reminders,subClassOf,Clinical Practice,[inferred] Chain-of-Layer: Clinical Reminders is organized under Clinical Practice,accept_direct,,,,,Clinical Reminders are a specific application within the broader category of Clinical Practice.,0.9,,,
375,hierarchy,Outcome Score,subClassOf,Outcome,[inferred] Chain-of-Layer: Outcome Score is organized under Outcome,accept_direct,,,,,The triple correctly identifies Outcome Score as a subclass of Outcome based on the provided evidence.,0.9,,,
376,hierarchy,Mortality,subClassOf,Outcome,[inferred] Mortality is a subclass of Outcome (deterministic hierarchy checklist).,accept_direct,,,,,Mortality is correctly identified as a subclass of Outcome in the context of clinical studies.,0.9,,,
377,hierarchy,Pressure Reactivity Index (PRx),subClassOf,Derived Parameter,derived index reflecting cerebrovascular pressure reactivity,accept_direct,,,,,"PRx is a derived parameter that assesses cerebrovascular pressure reactivity, fitting the subclass relationship.",0.9,,,
378,hierarchy,Physiotherapy,subClassOf,Nursing Intervention,[inferred] Physiotherapy is a subclass of Nursing Intervention.,accept_direct,,,,,The triple correctly identifies Physiotherapy as a subclass of Nursing Intervention in the context of ICU management.,0.9,,,
379,hierarchy,ICP Sensor Placement,subClassOf,Surgical Procedure,placement of ICP monitoring sensor,accept_direct,,,,,The triple correctly identifies ICP Sensor Placement as a subclass of Surgical Procedure based on the provided evidence.,0.9,,,
