triple_index,kind,subject,relation,object,evidence,verdict,revise_subtype,suggested_subject,suggested_relation,suggested_object,justification,confidence,stage_b_justification,stage_b_confidence,flags
266,relation,Biochemistry,has laboratory value,Potassium,[inferred] cluster completion,accept_direct,,,,,The relationship 'Biochemistry has laboratory value Potassium' holds directly as potassium is a laboratory value assessed in biochemistry.,0.9,,,
267,relation,Biochemistry,has laboratory value,Sodium,[inferred] cluster completion,accept_direct,,,,,The relationship 'Biochemistry has laboratory value Sodium' holds directly as Sodium is a laboratory value within Biochemistry.,0.9,,,
268,relation,Blood Gases,is monitored by,Monitoring,[inferred] cluster completion,accept_direct,,,,,The relationship 'Blood Gases is monitored by Monitoring' holds directly as monitoring includes the observation of blood gases.,0.9,,,
269,relation,Cardiac Output,is monitored by,Monitoring,[inferred] cluster completion,reject,,,,,The relationship 'is monitored by' does not hold between 'Cardiac Output' and 'Monitoring' as stated.,0.85,,,
270,relation,Fluids,is monitored by,Monitoring,[inferred] cluster completion,accept_direct,,,,,The relationship 'Fluids is monitored by Monitoring' is semantically correct and holds directly between the two classes.,0.9,,,
271,relation,Glucose,is monitored by,Monitoring,[inferred] cluster completion,accept_direct,,,,,Glucose is indeed monitored by Monitoring in the context of critical care.,0.9,,,
272,relation,Haematocrit,has laboratory value,Haematology,[inferred] cluster completion,reject,,,,,The relationship 'has laboratory value' does not hold between Haematocrit and Haematology as defined.,0.85,,,
273,relation,Haematology,has laboratory value,Haemoglobin,[inferred] cluster completion,accept_direct,,,,,Haematology directly assesses laboratory values including Haemoglobin concentration.,0.9,,,
274,relation,Haematology,has laboratory value,Haematocrit,[inferred] cluster completion,reject,,,,,Haematology does not directly have Haematocrit as a laboratory value; Haematocrit is a specific measure within Haematology.,0.85,,,
275,relation,Haemoglobin,has laboratory value,Haematology,[inferred] cluster completion,revise,4.4,Haemoglobin,hasMonitoringData,Haematology,The relationship should be 'hasMonitoringData' instead of 'has laboratory value' to accurately reflect the connection.,0.85,The relationship should reflect monitoring data instead of laboratory value.,0.9,
276,relation,Monitoring,monitoring indicates condition,Secondary Insult,[inferred] cluster completion,reject,,,,,The relationship 'monitoring indicates condition' is semantically incorrect as monitoring does not directly indicate a secondary insult.,0.85,,,
277,relation,Nutrition,is monitored by,Monitoring,[inferred] cluster completion,reject,,,,,The relationship 'is monitored by' does not hold between Nutrition and Monitoring as defined.,0.85,,,
278,relation,Potassium,has laboratory value,Biochemistry,[inferred] cluster completion,reject,,,,,The relationship 'has laboratory value' does not correctly connect Potassium and Biochemistry as defined in the ontology.,0.85,,,
279,relation,Sedation,is monitored by,Monitoring,[inferred] cluster completion,reject,,,,,The relationship 'is monitored by' does not correctly apply between Sedation and Monitoring as defined.,0.85,,,
280,relation,Sodium,has laboratory value,Biochemistry,[inferred] cluster completion,revise,4.4,Sodium,isAConditionOf,Biochemistry,The relation 'has laboratory value' should be corrected to 'isAConditionOf' to accurately reflect the relationship between Sodium and Biochemistry.,0.8,The relation label needs to be changed to accurately reflect the relationship.,0.9,
281,relation,Disability,is associated with,Outcome Score,[inferred] cluster completion,accept_direct,,,,,Disability is clinically associated with Outcome Score in the context of brain injuries.,0.85,,,
282,relation,Disability,is influenced by,GCS Assessment,[inferred] cluster completion,accept_indirect,,,,,Disability is influenced by GCS Assessment through the assessment of neurological status affecting daily living activities.,0.7,,,low_evidence
283,relation,GCS Assessment,is associated with,Pupil Assessment,[inferred] cluster completion,accept_direct,,,,,GCS Assessment and Pupil Assessment are both clinical assessments related to neurological status.,0.85,,,
284,relation,GOSe Outcome,relates to clinical outcome,Outcome Score,[inferred] cluster completion,accept_indirect,,,,,The relationship holds indirectly as GOSe Outcome assesses Outcome Score through the concept of clinical outcomes.,0.8,,,
285,relation,Motor Impairment,is associated with,Disability,[inferred] cluster completion,accept_direct,,,,,Motor Impairment is clinically associated with Disability in brain injury patients.,0.85,,,
286,relation,Motor Impairment,is influenced by,GCS Assessment,[inferred] cluster completion,accept_direct,,,,,Motor Impairment can be influenced by GCS Assessment in brain injury patients.,0.85,,,
287,relation,Outcome Score,predicts outcome,GOSe Outcome,[inferred] cluster completion,accept_direct,,,,,The relationship 'Outcome Score predicts GOSe Outcome' is clinically valid and holds directly between the two classes.,0.9,,,
288,relation,Outcome Score,is associated with,Disability,[inferred] cluster completion,accept_direct,,,,,Outcome Score is directly associated with Disability in the context of brain injury assessment.,0.85,,,
289,relation,Pupil Assessment,is associated with,GCS Assessment,[inferred] cluster completion,accept_direct,,,,,Pupil Assessment and GCS Assessment are both directly related to neurological status assessment.,0.85,,,
290,relation,CPP,is influenced by,ICP,[inferred] cluster completion,accept_direct,,,,,The relationship 'CPP is influenced by ICP' is clinically valid and directly holds between the two classes.,0.9,,,
291,relation,CPP,calculates,Mean Cerebral Perfusion Pressure,[inferred] cluster completion,accept_direct,,,,,CPP directly calculates Mean Cerebral Perfusion Pressure as defined in the context of neurointensive care.,0.9,,,
292,relation,Intracranial Hypertension,is a condition of,ICP,[inferred] cluster completion,accept_direct,,,,,Intracranial Hypertension is a recognized condition directly related to ICP.,0.9,,,
293,relation,Mean Cerebral Perfusion Pressure,is influenced by,ICP,[inferred] cluster completion,accept_direct,,,,,Mean Cerebral Perfusion Pressure is directly influenced by ICP as both are critical parameters in neurological assessments.,0.9,,,
294,relation,Pressure Reactivity Index (PRx),assesses,ICP,[inferred] cluster completion,accept_direct,,,,,The relationship 'PRx assesses ICP' is clinically valid and holds directly between the two classes.,0.9,,,
295,relation,Carbon Dioxide,is monitored by,Partial Pressure of Carbon Dioxide,[inferred] cluster completion,accept_direct,,,,,"Carbon Dioxide is monitored by Partial Pressure of Carbon Dioxide, which is a direct measurement of its levels in the blood.",0.9,,,
296,relation,Carbon Dioxide,is associated with,Ventilation,[inferred] cluster completion,accept_indirect,,,,,Carbon Dioxide is associated with Ventilation through the monitoring of respiratory function.,0.75,,,
297,relation,End-tidal Carbon Dioxide,assesses,Ventilation,[inferred] cluster completion,accept_direct,,,,,End-tidal Carbon Dioxide directly assesses Ventilation in clinical practice.,0.85,,,
298,relation,End-tidal Carbon Dioxide,is measured by,Sensor,[inferred] cluster completion,accept_direct,,,,,The relationship 'is measured by' holds directly between End-tidal Carbon Dioxide and Sensor.,0.9,,,
299,relation,Partial Pressure of Carbon Dioxide,is influenced by,Ventilation,[inferred] cluster completion,accept_direct,,,,,Partial Pressure of Carbon Dioxide is influenced by Ventilation in the context of respiratory function assessment.,0.85,,,
300,hierarchy,Decompressive Craniectomy,subClassOf,Surgical Procedure,Decompressive craniectomy (DC) is a surgical technique originally described by Kocher in 1901.,accept_direct,,,,,"Decompressive Craniectomy is a specific type of Surgical Procedure, making the subclass relationship valid.",0.95,,,
301,hierarchy,Secondary Insult,subClassOf,Insult,One of the most critical types of systemic secondary insult is arterial hypotension.,accept_direct,,,,,The subclass relationship between Secondary Insult and Insult is clinically valid and directly holds.,0.95,,,
302,hierarchy,Vasopressors,subClassOf,Baseline Therapy,[inferred] Vasopressors is a subclass of Baseline Therapy (deterministic hierarchy checklist).,reject,,,,,Vasopressors are not a subclass of Baseline Therapy; they are a type of Secondary Insult Therapy.,0.85,,,
303,hierarchy,Secondary Insult,subClassOf,Condition,[inferred] Secondary Insult is a subclass of Condition (deterministic hierarchy checklist).,reject,,,,,"Secondary Insult is not a subclass of Condition; it is a specific type of complication, not a general condition.",0.9,,,
304,hierarchy,Core Monitoring Parameter,subClassOf,Monitoring Data,[inferred] Chain-of-Layer: Core Monitoring Parameter is organized under Monitoring Data,accept_direct,,,,,The triple correctly represents the subclass relationship between Core Monitoring Parameter and Monitoring Data.,0.9,,,
305,hierarchy,Heart Rate,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Heart Rate is organized under Core Monitoring Parameter,accept_direct,,,,,Heart Rate is a valid subclass of Core Monitoring Parameter as per the ontology definitions.,0.95,,,
306,hierarchy,Mean Arterial Pressure (MAP),subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Mean Arterial Pressure (MAP) is organized under Core Monitoring Parameter,accept_direct,,,,,Mean Arterial Pressure (MAP) is correctly classified as a Core Monitoring Parameter.,0.95,,,
307,hierarchy,Mean Intracranial Pressure,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Mean Intracranial Pressure is organized under Core Monitoring Parameter,accept_direct,,,,,Mean Intracranial Pressure is a specific measure within the Core Monitoring Parameter class.,0.9,,,
308,hierarchy,Mean Cerebral Perfusion Pressure,subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Mean Cerebral Perfusion Pressure is organized under Core Monitoring Parameter,accept_direct,,,,,Mean Cerebral Perfusion Pressure is a valid subclass of Core Monitoring Parameter.,0.95,,,
309,hierarchy,Pressure Reactivity Index (PRx),subClassOf,Core Monitoring Parameter,[inferred] Chain-of-Layer: Pressure Reactivity Index (PRx) is organized under Core Monitoring Parameter,accept_direct,,,,,"PRx is a subclass of Core Monitoring Parameter, aligning with the established hierarchy.",0.95,,,
310,hierarchy,Monitoring Time,subClassOf,Monitoring Data,[inferred] Chain-of-Layer: Monitoring Time is organized under Monitoring Data,accept_direct,,,,,"Monitoring Time is a subclass of Monitoring Data, directly aligning with the hierarchy.",0.9,,,
311,hierarchy,Baseline Therapy,subClassOf,Therapy,[inferred] Chain-of-Layer: Baseline Therapy is organized under Therapy,accept_direct,,,,,"Baseline Therapy is a subclass of Therapy, confirming the hierarchy relationship.",0.95,,,
312,hierarchy,Barbiturates,subClassOf,Secondary Insult Therapy,[inferred] Chain-of-Layer: Barbiturates is organized under Baseline Therapy,reject,,,,,Barbiturates cannot be classified as a subclass of Secondary Insult Therapy; they are a type of Baseline Therapy.,0.9,,,
313,hierarchy,Traumatic Brain Injury,subClassOf,Condition,[inferred] Chain-of-Layer: Traumatic Brain Injury is organized under Condition,reject,,,,,"The definition of 'Condition' incorrectly describes a type of stroke, which does not align with the authoritative label.",0.85,,,
314,hierarchy,Sepsis,subClassOf,Condition,[inferred] Chain-of-Layer: Sepsis is organized under Condition,reject,,,,,Sepsis is not a subclass of Condition as defined; it is a distinct medical condition.,0.85,,,
315,hierarchy,Septic Shock,subClassOf,Condition,[inferred] Chain-of-Layer: Septic Shock is organized under Condition,reject,,,,,"Septic Shock is not a subclass of Condition as defined; it is a specific condition, not a type of stroke.",0.9,,,
316,hierarchy,GCS Assessment,subClassOf,Clinical Assessment,[inferred] Chain-of-Layer: GCS Assessment is organized under Outcome,accept_direct,,,,,GCS Assessment is a specific type of Clinical Assessment used in neurointensive care.,0.9,,,
317,hierarchy,Guideline Adherence,subClassOf,Guideline,[inferred] Chain-of-Layer: Guideline Adherence is organized under Guideline,accept_indirect,,,,,The relationship holds indirectly through the concept of clinical practice guidelines.,0.8,,,
318,hierarchy,Cerebrovascular Autoregulation,subClassOf,Condition,[inferred] Cerebrovascular Autoregulation is a subclass of Condition (deterministic hierarchy checklist).,reject,,,,,"Cerebrovascular Autoregulation is not a subclass of Condition as defined; it is a physiological mechanism, not a medical condition.",0.85,,,
319,hierarchy,Haematocrit,subClassOf,Haematology,the physiological vital functions are extensively monitored.,accept_direct,,,,,"Haematocrit is a specific type of haematology value, making the subclass relationship valid.",0.9,,,
320,hierarchy,TCD,subClassOf,Optional Monitoring Parameter,the physiological vital functions are extensively monitored.,accept_direct,,,,,TCD is a valid subclass of Optional Monitoring Parameter as per the ontology conventions.,0.9,,,
321,hierarchy,Optional Monitoring Parameter,subClassOf,Monitoring Data,the physiological vital functions are extensively monitored.,accept_direct,,,,,"Optional Monitoring Parameter is a subclass of Monitoring Data, aligning with the hierarchy.",0.9,,,
322,hierarchy,ICP,subClassOf,Core Monitoring Parameter,the physiological vital functions are extensively monitored.,accept_direct,,,,,ICP is a recognized subclass of Core Monitoring Parameter in neurointensive care.,0.95,,,
323,hierarchy,Removal of Foreign Body,subClassOf,Surgical Procedure,the physiological vital functions are extensively monitored.,accept_direct,,,,,Removal of Foreign Body is a valid subclass of Surgical Procedure in the neurointensive care context.,0.9,,,
324,hierarchy,Peripheral Temperature,subClassOf,Optional Monitoring Parameter,the physiological vital functions are extensively monitored.,accept_direct,,,,,"Peripheral Temperature is a subclass of Optional Monitoring Parameter, which is a direct hierarchical relationship.",0.95,,,
325,hierarchy,Sodium,subClassOf,Biochemistry,the physiological vital functions are extensively monitored.,accept_direct,,,,,Sodium is a valid subclass of Biochemistry as it is a serum sodium value assessed in laboratory tests.,0.9,,,
326,hierarchy,Fluids,subClassOf,Baseline Therapy,the physiological vital functions are extensively monitored.,accept_direct,,,,,Fluids is a valid subclass of Baseline Therapy in the context of neurointensive care.,0.9,,,
327,hierarchy,Extra Ventricular Drain Placement,subClassOf,Surgical Procedure,the physiological vital functions are extensively monitored.,accept_direct,,,,,Extra Ventricular Drain Placement is a specific type of Surgical Procedure.,0.9,,,
328,hierarchy,EtCO2,subClassOf,Optional Monitoring Parameter,the physiological vital functions are extensively monitored.,accept_direct,,,,,"EtCO2 is a subclass of Optional Monitoring Parameter, aligning with the defined hierarchy.",0.9,,,
329,hierarchy,Sjo2,subClassOf,Optional Monitoring Parameter,the physiological vital functions are extensively monitored.,accept_direct,,,,,Sjo2 is a valid subclass of Optional Monitoring Parameter in the context of neurointensive care.,0.9,,,
330,hierarchy,Blood Gases,subClassOf,Laboratory Values,the physiological vital functions are extensively monitored.,accept_direct,,,,,"Blood Gases is a valid subclass of Laboratory Values, reflecting routine tests in ICU management.",0.9,,,
331,hierarchy,Haemoglobin,subClassOf,Haematology,the physiological vital functions are extensively monitored.,reject,,,,,Haemoglobin concentration is not a subclass of Haematology; it is a specific measurement within that field.,0.85,,,
332,hierarchy,Glucose,subClassOf,Biochemistry,the physiological vital functions are extensively monitored.,reject,,,,,Glucose is not a subclass of Biochemistry; it is an analyte within that field.,0.85,,,
333,hierarchy,Anterior Fossa Repair,subClassOf,Surgical Procedure,the physiological vital functions are extensively monitored.,accept_direct,,,,,Anterior Fossa Repair is a specific type of Surgical Procedure in the context of neurointensive care.,0.9,,,
334,hierarchy,Secondary Insult Treatment,subClassOf,Secondary Insult Therapy,the physiological vital functions are extensively monitored.,accept_direct,,,,,The triple correctly identifies a subclass relationship between Secondary Insult Treatment and Secondary Insult Therapy.,0.9,,,
335,hierarchy,NIBP,subClassOf,Optional Monitoring Parameter,the physiological vital functions are extensively monitored.,accept_direct,,,,,"NIBP is a subclass of Optional Monitoring Parameter, which is a direct hierarchical relationship.",0.95,,,
336,hierarchy,Hypotension,subClassOf,Condition,the physiological vital functions are extensively monitored.,reject,,,,,"Hypotension is not a subclass of Condition, as the definition provided is incorrect for the class label.",0.85,,,
337,hierarchy,Haematology,subClassOf,Laboratory Values,the physiological vital functions are extensively monitored.,accept_direct,,,,,Haematology is a valid subclass of Laboratory Values as it pertains to blood-related tests in ICU management.,0.9,,,
338,hierarchy,Sedation,subClassOf,Baseline Therapy,the physiological vital functions are extensively monitored.,accept_direct,,,,,"Sedation is a subclass of Baseline Therapy, aligning with the established ontology structure.",0.95,,,
339,hierarchy,CT Scan Assessment,subClassOf,Clinical Assessment,the physiological vital functions are extensively monitored.,accept_direct,,,,,"CT Scan Assessment is a subclass of Clinical Assessment, aligning with the hierarchy relationship.",0.9,,,
340,hierarchy,Hypotension,subClassOf,Septic Shock,Duration of hypotension before initiation of effective antimicrobial therapy is the critical determinant of survival in human septic shock.,reject,,,,,Hypotension is not a subclass of Septic Shock; they are distinct conditions.,0.9,,,
341,hierarchy,Hypoperfusion,subClassOf,Cerebrovascular Autoregulation,secondary ischemic damage from associated hypoperfusion.,reject,,,,,Hypoperfusion is not a subclass of Cerebrovascular Autoregulation; they represent different concepts.,0.85,,,
342,hierarchy,Cardiac Output,subClassOf,Optional Monitoring Parameter,Domain-scope scaffolding: Cardiac Output is a known subclass of Optional Monitoring Parameter in the BrainIT domain.,accept_direct,,,,,Cardiac Output is a recognized subclass of Optional Monitoring Parameter in the BrainIT domain.,0.9,,,
343,hierarchy,Nutrition,subClassOf,Baseline Therapy,Domain-scope scaffolding: Nutrition is a known subclass of Baseline Therapy in the BrainIT domain.,accept_direct,,,,,Nutrition is a recognized subclass of Baseline Therapy in the BrainIT domain.,0.95,,,
344,hierarchy,Pupil Assessment,subClassOf,Clinical Assessment,Domain-scope scaffolding: Pupil Assessment is a known subclass of Clinical Assessment in the BrainIT domain.,accept_direct,,,,,Pupil Assessment is a recognized subclass of Clinical Assessment in the BrainIT domain.,0.9,,,
345,hierarchy,Potassium,subClassOf,Biochemistry,Domain-scope scaffolding: Potassium is a known subclass of Biochemistry in the BrainIT domain.,accept_direct,,,,,Potassium is a recognized subclass of Biochemistry in the BrainIT domain.,0.9,,,
346,hierarchy,Possible Error,subClassOf,Data Quality Assessment,Domain-scope scaffolding: Possible Error is a known subclass of Data Quality Assessment in the BrainIT domain.,accept_direct,,,,,Possible Error is a known subclass of Data Quality Assessment in the BrainIT domain.,0.9,,,
347,hierarchy,Hypertension,subClassOf,Condition,Schema-inferred: Hypertension is a subclass of Condition.,reject,,,,,"Hypertension is not a subclass of Condition, as Condition is a generic superclass for all medical conditions, not specific to hypertension.",0.9,,,
348,hierarchy,Biochemistry,subClassOf,Laboratory Values,Schema-inferred: Biochemistry is a subclass of Laboratory Values.,accept_direct,,,,,Biochemistry is a recognized subclass of Laboratory Values in the context of neurointensive care.,0.9,,,
349,hierarchy,Arterial Pressors,subClassOf,Secondary Insult Therapy,Schema-inferred: Arterial Pressors is a subclass of Secondary Insult Therapy.,accept_direct,,,,,Arterial Pressors is correctly classified as a subclass of Secondary Insult Therapy.,0.95,,,
350,hierarchy,Secondary Insult Therapy,subClassOf,Therapy,Schema-inferred: Secondary Insult Therapy is a subclass of Therapy.,accept_direct,,,,,The triple correctly identifies Secondary Insult Therapy as a subclass of Therapy based on established ontology conventions.,0.9,,,
351,hierarchy,Intracranial Hypertension,subClassOf,Secondary Insult,Schema-inferred: Intracranial Hypertension is a subclass of Secondary Insult.,accept_direct,,,,,Intracranial Hypertension is a recognized subclass of Secondary Insult in the context of neurointensive care.,0.9,,,
352,hierarchy,Jugular Venous Desaturation,subClassOf,Secondary Insult,Schema-inferred: Jugular Venous Desaturation is a subclass of Secondary Insult.,accept_direct,,,,,Jugular Venous Desaturation is a valid subclass of Secondary Insult in the context of TBI.,0.9,,,
353,hierarchy,GOSe Outcome,subClassOf,Outcome,Schema-inferred: GOSe Outcome is a subclass of Outcome.,accept_direct,,,,,"GOSe Outcome is a subclass of Outcome, which is semantically correct.",0.95,,,
354,hierarchy,CVP,subClassOf,Optional Monitoring Parameter,Schema-inferred: Central Venous Pressure is a subclass of Optional Monitoring Parameter.,reject,,,,,"CVP is a physiological parameter, not a subclass of Optional Monitoring Parameter, which is a category for monitoring parameters.",0.85,,,
355,hierarchy,Acute Respiratory Distress Syndrome,subClassOf,Secondary Insult,Schema-inferred: Acute Respiratory Distress Syndrome is a subclass of Secondary Insult.,reject,,,,,Acute Respiratory Distress Syndrome is not a subclass of Secondary Insult as it does not fit the definition of an additional injury or complication.,0.85,,,
356,hierarchy,Traumatic Brain Injury,subClassOf,Brain Injury,Traumatic brain injury (TBI) is a leading cause of death and long-term disability worldwide.,accept_direct,,,,,"Traumatic Brain Injury is a subclass of Brain Injury, aligning with standard medical definitions.",0.95,,,
357,hierarchy,Condition,subClassOf,Mortality,"Clinical management of this population is focused on minimising tivity, disease severity and mortality is related to the partial pressure of any secondary injury, such as ischemia or raised intracranial pressure brain tissue oxygen (PbtO2) .",reject,,,,,The relationship between Condition and Mortality does not hold as subclasses; mortality is not a subclass of condition.,0.85,,,
358,hierarchy,Arterial Hypotension,subClassOf,Secondary Insult,[inferred] Arterial Hypotension is a subclass of Secondary Insult (deterministic hierarchy checklist).,accept_direct,,,,,Arterial Hypotension is a recognized subclass of Secondary Insult in the context of neurointensive care.,0.9,,,
359,hierarchy,Brain Injury,subClassOf,Condition,[inferred] Chain-of-Layer: Brain Injury is organized under Condition,reject,,,,,"The definition of 'Condition' is incorrect as it describes a specific type of stroke, not a general class.",0.85,,,
360,hierarchy,Secondary Brain Injury,subClassOf,Brain Injury,[inferred] Chain-of-Layer: Secondary Brain Injury is organized under Brain Injury,accept_direct,,,,,Secondary Brain Injury is a valid subclass of Brain Injury.,0.95,,,
361,hierarchy,Cerebrovascular Autoregulation,subClassOf,Secondary Insult,[inferred] Chain-of-Layer: Cerebrovascular Autoregulation is organized under Secondary Insult,reject,,,,,Cerebrovascular Autoregulation is not a subclass of Secondary Insult as it does not fit the definition of an additional injury or complication.,0.85,,,
362,hierarchy,Adverse Event,subClassOf,Condition,[inferred] Chain-of-Layer: Adverse Event is organized under Condition,reject,,,,,"Adverse Event is not a subclass of Condition; it is a specific occurrence related to medical interventions, not a medical condition itself.",0.9,,,
363,hierarchy,Heart Rate,subClassOf,Physiological Data,[inferred] Chain-of-Layer: Heart Rate is organized under Physiological Data,accept_direct,,,,,"Heart Rate is a subclass of Physiological Data, which is semantically correct.",0.9,,,
364,hierarchy,Mean Arterial Pressure (MAP),subClassOf,Physiological Data,[inferred] Chain-of-Layer: Mean Arterial Pressure (MAP) is organized under Physiological Data,accept_direct,,,,,"Mean Arterial Pressure (MAP) is a subclass of Physiological Data, reflecting its classification in the ontology.",0.9,,,
365,hierarchy,ICP,subClassOf,Physiological Data,[inferred] Chain-of-Layer: ICP is organized under Physiological Data,accept_direct,,,,,"ICP is a subclass of Physiological Data, confirming the hierarchy relationship.",0.95,,,
366,hierarchy,CPP,subClassOf,Physiological Data,[inferred] Chain-of-Layer: CPP is organized under Physiological Data,accept_direct,,,,,"CPP is a subclass of Physiological Data, aligning with the established ontology hierarchy.",0.9,,,
367,hierarchy,Carbon Dioxide,subClassOf,Physiological Data,[inferred] Chain-of-Layer: Carbon Dioxide is organized under Physiological Data,accept_direct,,,,,Carbon Dioxide is a subclass of Physiological Data as it reflects physiological parameters.,0.95,,,
368,hierarchy,Pbro2,subClassOf,Physiological Data,[inferred] Chain-of-Layer: Pbro2 is organized under Physiological Data,accept_direct,,,,,"PbrO2 is a subclass of Physiological Data, directly reflecting its role in assessing cerebral oxygenation.",0.9,,,
369,hierarchy,Partial Pressure of Brain Tissue Oxygen,subClassOf,Physiological Data,[inferred] Chain-of-Layer: Partial Pressure of Brain Tissue Oxygen is organized under Physiological Data,accept_direct,,,,,"Partial Pressure of Brain Tissue Oxygen is a subclass of Physiological Data, confirming the hierarchy relationship.",0.9,,,
370,hierarchy,Partial Pressure of Carbon Dioxide,subClassOf,Physiological Data,[inferred] Chain-of-Layer: Partial Pressure of Carbon Dioxide is organized under Physiological Data,accept_direct,,,,,Partial Pressure of Carbon Dioxide is a valid subclass of Physiological Data.,0.9,,,
371,hierarchy,Hypothermia Therapy,subClassOf,Baseline Therapy,[inferred] Chain-of-Layer: Hypothermia Therapy is organized under Therapy,reject,,,,,Hypothermia Therapy is not a subclass of Baseline Therapy as it is a specific treatment rather than a standard ICU therapy.,0.85,,,
372,hierarchy,Patient Interventions,subClassOf,Therapy,[inferred] Chain-of-Layer: Patient Interventions is organized under Therapy,accept_direct,,,,,"Patient Interventions is a subclass of Therapy, confirming the hierarchical relationship directly.",0.9,,,
373,hierarchy,Guideline Adherence,subClassOf,Clinical Practice,[inferred] Chain-of-Layer: Guideline Adherence is organized under Clinical Practice,accept_direct,,,,,Guideline Adherence is correctly classified as a subclass of Clinical Practice.,0.9,,,
374,hierarchy,Clinical Reminders,subClassOf,Clinical Practice,[inferred] Chain-of-Layer: Clinical Reminders is organized under Clinical Practice,accept_direct,,,,,"Clinical Reminders is a subclass of Clinical Practice, which is semantically correct.",0.9,,,
375,hierarchy,Outcome Score,subClassOf,Outcome,[inferred] Chain-of-Layer: Outcome Score is organized under Outcome,accept_direct,,,,,"Outcome Score is a subclass of Outcome, which is semantically correct.",0.9,,,
376,hierarchy,Mortality,subClassOf,Outcome,[inferred] Mortality is a subclass of Outcome (deterministic hierarchy checklist).,accept_direct,,,,,"Mortality is a subclass of Outcome, which is a direct hierarchical relationship.",0.95,,,
377,hierarchy,Pressure Reactivity Index (PRx),subClassOf,Derived Parameter,derived index reflecting cerebrovascular pressure reactivity,accept_direct,,,,,"PRx is a subclass of Derived Parameter, aligning with the hierarchy of monitoring parameters.",0.95,,,
378,hierarchy,Physiotherapy,subClassOf,Nursing Intervention,[inferred] Physiotherapy is a subclass of Nursing Intervention.,accept_direct,,,,,Physiotherapy is indeed a subclass of Nursing Intervention in the context of neurointensive care.,0.9,,,
379,hierarchy,ICP Sensor Placement,subClassOf,Surgical Procedure,placement of ICP monitoring sensor,accept_direct,,,,,ICP Sensor Placement is a specific type of Surgical Procedure.,0.9,,,
380,hierarchy,White Blood Cell Count,subClassOf,Haematology,[inferred] White Blood Cell Count is a subclass of Haematology.,reject,,,,,White Blood Cell Count is not a subclass of Haematology; it is a specific measurement within the field.,0.9,,,
381,hierarchy,Analgesia,subClassOf,Baseline Therapy,[inferred] Analgesia is a subclass of Baseline Therapy.,accept_direct,,,,,Analgesia is correctly classified as a subclass of Baseline Therapy in the neurointensive care context.,0.9,,,
382,hierarchy,Noradrenaline,subClassOf,Vasopressors,[inferred] Noradrenaline is a subclass of Vasopressors.,accept_direct,,,,,Noradrenaline is a recognized subclass of Vasopressors in clinical terminology.,0.9,,,
383,hierarchy,Anti-pyretics,subClassOf,Baseline Therapy,[inferred] Anti-pyretics is a subclass of Baseline Therapy.,accept_direct,,,,,Anti-pyretics is correctly classified as a subclass of Baseline Therapy in the context of neurointensive care.,0.95,,,
384,hierarchy,Paralysis,subClassOf,Baseline Therapy,[inferred] Paralysis is a subclass of Baseline Therapy.,reject,,,,,Paralysis is not a subclass of Baseline Therapy; it is a type of intervention rather than a standard therapy.,0.85,,,
385,hierarchy,Anti-hypertensives,subClassOf,Baseline Therapy,[inferred] Anti-hypertensives is a subclass of Baseline Therapy.,accept_direct,,,,,Anti-hypertensives is correctly classified as a subclass of Baseline Therapy in neurointensive care.,0.95,,,
386,hierarchy,Osmotics,subClassOf,Secondary Insult Therapy,[inferred] Osmotics is a subclass of Secondary Insult Therapy.,accept_direct,,,,,Osmotics is a recognized subclass of Secondary Insult Therapy in neurointensive care.,0.95,,,
387,hierarchy,Skull Fracture Elevation,subClassOf,Surgical Procedure,[inferred] Skull Fracture Elevation is a subclass of Surgical Procedure.,accept_direct,,,,,Skull Fracture Elevation is a recognized subclass of Surgical Procedure in the neurointensive care context.,0.9,,,
388,hierarchy,CPP,subClassOf,Derived Parameter,Cerebral Perfusion Pressure (CPP) management,accept_direct,,,,,CPP is a subclass of Derived Parameter as it is a computed monitoring parameter.,0.9,,,
389,hierarchy,Patient Transport,subClassOf,Nursing Intervention,[inferred] Patient Transport is a subclass of Nursing Intervention.,accept_direct,,,,,Patient Transport is a recognized subclass of Nursing Intervention in the neurointensive care context.,0.9,,,
390,hierarchy,Systemic Hypotension,subClassOf,Secondary Insult,[inferred] Systemic Hypotension is a subclass of Secondary Insult.,accept_direct,,,,,Systemic Hypotension is a recognized subclass of Secondary Insult in the context of neurointensive care.,0.9,,,
391,hierarchy,Ventilation,subClassOf,Baseline Therapy,[inferred] Ventilation is a subclass of Baseline Therapy.,accept_direct,,,,,Ventilation is a recognized subclass of Baseline Therapy in neurointensive care.,0.95,,,
392,hierarchy,Routine Nursing Care,subClassOf,Nursing Intervention,routine nursing care,accept_direct,,,,,"Routine Nursing Care is a subclass of Nursing Intervention, directly aligning with the hierarchy.",0.95,,,
393,hierarchy,Antibiotics,subClassOf,Baseline Therapy,[inferred] Antibiotics is a subclass of Baseline Therapy.,accept_direct,,,,,Antibiotics is correctly classified as a subclass of Baseline Therapy in neurointensive care.,0.95,,,
