triple_index,kind,subject,relation,object,evidence,verdict,revise_subtype,suggested_subject,suggested_relation,suggested_object,justification,confidence,stage_b_justification,stage_b_confidence,flags
198,relation,Condition,is related to,Hypoperfusion,[inferred] cluster completion,accept_indirect,,,,,"Condition is related to Hypoperfusion via the pathway: Condition → affectsOutcome → Hypoperfusion, making the relationship true through intermediate concepts.",0.8,,,
199,relation,Decompressive Craniectomy,has surgical procedure,Evacuation of Mass Lesion,[inferred] cluster completion,revise,4.4,Decompressive Craniectomy,isAProcedureFor,Evacuation of Mass Lesion,The relation 'has surgical procedure' should be 'isAProcedureFor' as 'Decompressive Craniectomy' is a type of 'Surgical Procedure' related to 'Evacuation of Mass Lesion'.,0.9,The relation 'has surgical procedure' should be 'isAProcedureFor' as 'Decompressive Craniectomy' is a type of surgical procedure related to 'Evacuation of Mass Lesion'.,1.0,
200,relation,Hypoperfusion,is a risk factor for,Condition,[inferred] cluster completion,reject,,,,,Hypoperfusion is not a recognized risk factor for 'Condition' as defined; it is too vague and does not specifically relate to a type of stroke.,0.7,,,low_evidence
201,relation,Hypothermia Therapy,reduces,Partial Pressure of Brain Tissue Oxygen,[inferred] cluster completion,accept_direct,,,,,Hypothermia Therapy reduces Partial Pressure of Brain Tissue Oxygen is a valid relationship as therapy can influence physiological parameters in TBI management.,0.9,,,
202,relation,Jugular Venous Desaturation,is associated with,Jugular Venous Oxygen Saturation,[inferred] cluster completion,accept_direct,,,,,"Jugular Venous Desaturation is associated with Jugular Venous Oxygen Saturation, both relevant to cerebral oxygenation in TBI patients.",0.9,,,
203,relation,Jugular Venous Oxygen Saturation,assesses,Hypoperfusion,[inferred] cluster completion,accept_direct,,,,,Jugular Venous Oxygen Saturation assesses Hypoperfusion as it directly evaluates cerebral oxygenation related to blood flow to the brain.,0.9,,,
204,relation,Management,is influenced by,Baseline Therapy,[inferred] cluster completion,revise,4.4,Management,affectsOutcome,Baseline Therapy,The relation 'is influenced by' should be replaced with 'affectsOutcome' as Baseline Therapy directly affects Management in neurointensive care.,0.85,The relation 'is influenced by' should be 'affectsOutcome' as Baseline Therapy directly affects Management in neurointensive care.,1.0,
205,relation,Partial Pressure of Brain Tissue Oxygen,is monitored by,Jugular Venous Oxygen Saturation,[inferred] cluster completion,accept_indirect,,,,,Partial Pressure of Brain Tissue Oxygen is indirectly related to Jugular Venous Oxygen Saturation through the monitoring of cerebral oxygenation and metabolic activity.,0.8,,,
206,relation,PbrO2,measures parameter,Partial Pressure of Brain Tissue Oxygen,[inferred] cluster completion,accept_direct,,,,,"PbrO2 measures the Partial Pressure of Brain Tissue Oxygen, which is a valid physiological parameter in the neurointensive care context.",0.9,,,
207,relation,SaO2,is measured by,Jugular Venous Oxygen Saturation,[inferred] cluster completion,accept_indirect,,,,,SaO2 is measured by Jugular Venous Oxygen Saturation through the physiological observation chain; both are related to oxygen saturation measurements.,0.7,,,low_evidence
208,relation,Secondary Brain Injury,worsens,Secondary Insult,[inferred] cluster completion,accept_direct,,,,,Secondary Brain Injury worsens Secondary Insult is clinically valid as both are related to complications in TBI patients.,0.9,,,
209,relation,Secondary Insult,is influenced by,Secondary Brain Injury,[inferred] cluster completion,reject,,,,,The relationship 'is influenced by' does not hold between 'Secondary Insult' and 'Secondary Brain Injury'; they are not directly related in the context of neurointensive care.,0.9,,,
210,relation,Secondary Insult Grades,defines,Secondary Insult,[inferred] cluster completion,revise,4.4,Secondary Insult Grades,isAConditionOf,Secondary Insult,The relation 'defines' should be replaced with 'isAConditionOf' as 'Secondary Insult Grades' classifies 'Secondary Insult' events.,0.85,The relation 'defines' should be replaced with 'isAConditionOf' as 'Secondary Insult Grades' classifies 'Secondary Insult' events.,1.0,
211,relation,Secondary Insult Therapy,is treated with,Secondary Insult Treatment,[inferred] cluster completion,revise,4.4,Secondary Insult Therapy,receivesTherapy,Secondary Insult Treatment,"The relation 'is treated with' should be 'receivesTherapy' as 'Secondary Insult Treatment' is a therapy class, not a treatment.",0.85,The relation 'is treated with' should be 'receivesTherapy' as 'Secondary Insult Treatment' is a therapy class.,1.0,
212,relation,Derived Parameter,has monitoring data,Parameter,[inferred] cluster completion,accept_direct,,,,,Derived Parameter has monitoring data Parameter is a valid relationship as Derived Parameters are computed from measured Parameters in monitoring contexts.,0.9,,,
213,relation,Heart Rate,is monitored by,Sensor,[inferred] cluster completion,accept_direct,,,,,Heart Rate is monitored by Sensor is a direct and valid relationship as per the domain context.,0.95,,,
214,relation,Machine,produced by sensor,Sensor,[inferred] cluster completion,accept_direct,,,,,"Machine is a subclass of Sensor, and the relation 'produced by' is valid between them as per the domain context.",0.9,,,
215,relation,Measurement Time,has timepoint,Timepoint,[inferred] cluster completion,accept_direct,,,,,Measurement Time has timepoint Timepoint is a valid direct relationship as both classes are defined in the context of monitoring time-series data.,0.9,,,
216,relation,NIBP,has monitoring data,Parameter,[inferred] cluster completion,accept_direct,,,,,"NIBP is an Optional Monitoring Parameter, which is a subclass of Monitoring Data, making the relationship valid as per the preamble.",0.95,,,
217,relation,Observation,is measured at,Measurement Time,[inferred] cluster completion,accept_direct,,,,,"Observation is measured at Measurement Time directly, as both are valid classes in the BrainIT ontology.",0.95,,,
218,relation,Peripheral Temperature,has monitoring data,Temperature,[inferred] cluster completion,accept_direct,,,,,"Peripheral Temperature is an Optional Monitoring Parameter, and Temperature is a physiological parameter; the relation 'has monitoring data' holds directly between them.",0.9,,,
219,relation,Reading,is measured by,Observation,[inferred] cluster completion,accept_direct,,,,,The relationship 'Reading is measured by Observation' holds directly as both classes are defined within the monitoring context of the BrainIT ontology.,0.9,,,
220,relation,Respiration Rate,is monitored by,Sensor,[inferred] cluster completion,accept_direct,,,,,Respiration Rate is monitored by Sensor is a direct relationship as Respiration Rate is a physiological parameter that requires monitoring by a sensor.,0.95,,,
221,relation,Temperature,has monitoring data,Parameter,[inferred] cluster completion,accept_direct,,,,,"Temperature hasMonitoringData Parameter is valid as Temperature is a physiological parameter measured and recorded, aligning with the definition of Monitoring Data.",0.9,,,
222,relation,Biochemistry,has laboratory value,Glucose,[inferred] cluster completion,revise,4.9,Glucose,subClassOf,Biochemistry,"Glucose is an analyte and should be a subclass of Biochemistry, not a direct relation; the correct relation is subClassOf.",0.9,"Glucose→Biochemistry is the analyte→panel subclass pattern in the preamble, so relation should be subClassOf.",1.0,
223,relation,Biochemistry,has laboratory value,Potassium,[inferred] cluster completion,revise,4.4,Biochemistry,hasLaboratoryValue,Potassium,"The relation 'has laboratory value' should be 'hasLaboratoryValue' to align with the canonical BrainIT relation for analytes and panels; Biochemistry is a panel, not a direct laboratory value.",0.9,The relation 'has laboratory value' should be 'hasLaboratoryValue' to align with the canonical BrainIT relation for analytes and panels.,1.0,
224,relation,Biochemistry,has laboratory value,Sodium,[inferred] cluster completion,revise,4.9,Sodium,subClassOf,Biochemistry,"Sodium is an analyte and should be a subclass of Biochemistry, not related by has laboratory value.",0.9,"Sodium→Biochemistry is the analyte→panel subclass pattern in the preamble, so relation should be subClassOf.",1.0,
225,relation,Cardiac Output,is monitored by,Monitoring,[inferred] cluster completion,revise,4.4,Cardiac Output,hasMonitoringData,Monitoring,"The relation 'is monitored by' should be 'hasMonitoringData' as Cardiac Output is a parameter that has monitoring data, not a subject that is monitored by Monitoring.",0.9,"Cardiac Output is a parameter that has monitoring data, so the relation should be hasMonitoringData instead of is monitored by.",1.0,
226,relation,Fluids,is managed by,Monitoring,[inferred] cluster completion,revise,4.4,Fluids,isMonitoredBy,Monitoring,The relation 'is managed by' should be replaced with 'isMonitoredBy' as Monitoring is a method of observation for Fluids in the context of neurointensive care.,0.9,The relation 'is managed by' should be 'isMonitoredBy' as Monitoring is a method of observation for Fluids in neurointensive care.,1.0,
227,relation,Glucose,assesses,Biochemistry,[inferred] cluster completion,revise,4.4,Glucose,hasLaboratoryValue,Biochemistry,"The relation 'assesses' should be changed to 'hasLaboratoryValue' as Glucose is an analyte and Biochemistry is a panel, following the analyte→panel subclass pattern in the preamble.",0.9,"The relation 'assesses' should be 'hasLaboratoryValue' as Glucose is an analyte and Biochemistry is a panel, per the preamble.",1.0,
228,relation,Haematocrit,has laboratory value,Haematology,[inferred] cluster completion,revise,4.9,Haematocrit,subClassOf,Haematology,"Haematocrit is an analyte and should be subclassed under Haematology, not related via hasLaboratoryValue; the relation should be subClassOf.",0.9,"Haematocrit is an analyte and should be subclassed under Haematology, per the preamble's analyte→panel pattern.",1.0,
229,relation,Haematology,has laboratory value,Haematocrit,[inferred] cluster completion,revise,4.4,Haematology,hasLaboratoryValue,Haematocrit,The relation 'has laboratory value' should be 'hasLaboratoryValue' as Haematocrit is an analyte and should be linked to its panel (Haematology) via subclassing.,0.9,The relation 'has laboratory value' should be 'hasLaboratoryValue' as it directly connects Haematology to its analyte Haematocrit.,1.0,
230,relation,Haematology,has laboratory value,Haemoglobin,[inferred] cluster completion,revise,4.4,Haematology,hasLaboratoryValue,Haemoglobin,"The relation 'has laboratory value' should be 'hasLaboratoryValue' as Haematology is a panel and Haemoglobin is an analyte, indicating a subclass relationship.",0.9,The relation 'has laboratory value' should be 'hasLaboratoryValue' as Haematology is a panel and Haemoglobin is an analyte.,1.0,
231,relation,Monitoring,is associated with,Cardiac Output,[inferred] cluster completion,accept_direct,,,,,Monitoring is associated with Cardiac Output as it is a valid parameter under Monitoring Data in the BrainIT ontology.,0.9,,,
232,relation,Monitoring,is associated with,Fluids,[inferred] cluster completion,accept_direct,,,,,Monitoring is associated with Fluids as both are relevant in the context of managing critically ill patients' physiological parameters and fluid management.,0.9,,,
233,relation,Monitoring,is associated with,Sedation,[inferred] cluster completion,accept_direct,,,,,Monitoring is associated with Sedation as both relate to the management and observation of physiological parameters in neurointensive care.,0.9,,,
234,relation,Potassium,assesses,Biochemistry,[inferred] cluster completion,revise,4.4,Potassium,hasLaboratoryValue,Biochemistry,"The relation 'assesses' should be replaced with 'hasLaboratoryValue' as Potassium is an analyte under Biochemistry, which is a panel.",0.9,"Potassium is an analyte under Biochemistry, so the relation should be hasLaboratoryValue instead of assesses.",1.0,
235,relation,Sedation,is monitored by,Monitoring,[inferred] cluster completion,accept_direct,,,,,"Sedation is monitored by Monitoring, as Monitoring is the class for continuous observation of physiological parameters, which includes Sedation management.",0.9,,,
236,relation,Sodium,assesses,Biochemistry,[inferred] cluster completion,revise,4.9,Sodium,subClassOf,Biochemistry,"The relationship 'assesses' is not appropriate; Sodium should be a subclass of Biochemistry instead, following the analyte-panel hierarchy in the preamble.",0.9,"Sodium→Biochemistry is the analyte→panel subclass pattern in the preamble, so relation should be subClassOf.",1.0,
237,relation,Disability,affects outcome,GOSe Outcome,[inferred] cluster completion,accept_direct,,,,,Disability affects outcome GOSe Outcome is a valid direct relationship as Disability impacts the assessment of patient outcomes after TBI.,0.9,,,
238,relation,GCS Assessment,assesses,Disability,[inferred] cluster completion,accept_direct,,,,,"GCS Assessment assesses Disability, as GCS is a clinical assessment tool for neurological status and disability relates to functional ability post-brain injury.",0.9,,,
239,relation,GCS Assessment,is related to,Motor Impairment,[inferred] cluster completion,accept_indirect,,,,,"GCS Assessment assesses neurological status, which is related to Motor Impairment through the concept of brain injury assessment, forming an indirect relationship.",0.8,,,
240,relation,GOSe Outcome,is influenced by,Disability,[inferred] cluster completion,accept_indirect,,,,,GOSe Outcome is influenced by Disability via the pathway: Disability affects Outcome → GOSe Outcome is an Outcome.,0.7,,,low_evidence
241,relation,GOSe Outcome,is associated with,Outcome Score,[inferred] cluster completion,accept_direct,,,,,"GOSe Outcome is associated with Outcome Score as both relate to assessing neurological outcomes after brain injury, directly linking these two classes.",0.9,,,
242,relation,Motor Impairment,is a risk factor for,Disability,[inferred] cluster completion,accept_direct,,,,,"Motor Impairment is a risk factor for Disability, aligning with clinical understanding of brain injury outcomes.",0.9,,,
243,relation,Outcome Score,correlates with,GOSe Outcome,[inferred] cluster completion,accept_direct,,,,,Outcome Score correlates with GOSe Outcome as both are valid measures of neurological outcomes in TBI patients.,0.9,,,
244,relation,Pupil Assessment,is associated with,Motor Impairment,[inferred] cluster completion,accept_indirect,,,,,Pupil Assessment is associated with Motor Impairment via the broader context of neurological assessment and conditions affecting motor function.,0.8,,,
245,relation,Cerebral Perfusion Pressure (CPP),is a risk factor for,Intracranial Hypertension,[inferred] cluster completion,accept_direct,,,,,"Cerebral Perfusion Pressure (CPP) is a risk factor for Intracranial Hypertension, which is clinically valid in the context of traumatic brain injury.",0.9,,,
246,relation,Cerebral Perfusion Pressure (CPP),assesses,Mean Cerebral Perfusion Pressure,[inferred] cluster completion,accept_indirect,,,,,Cerebral Perfusion Pressure (CPP) assesses Mean Cerebral Perfusion Pressure indirectly through the relationship of CPP being a derived parameter of monitoring data that evaluates blood flow to the brain.,0.7,,,low_evidence
247,relation,CVP,is monitored by,Intracranial Hypertension,[inferred] cluster completion,reject,,,,,"CVP is a monitoring parameter, while Intracranial Hypertension is a condition; the relation 'is monitored by' does not hold between these classes.",0.9,,,
248,relation,Intracranial Pressure (ICP),is influenced by,Mean Cerebral Perfusion Pressure,[inferred] cluster completion,accept_direct,,,,,The relationship 'Intracranial Pressure (ICP) is influenced by Mean Cerebral Perfusion Pressure' is clinically valid as ICP is directly affected by cerebral perfusion pressure.,0.9,,,
249,relation,Intracranial Pressure (ICP),has monitoring data,Cerebral Perfusion Pressure (CPP),[inferred] cluster completion,accept_direct,,,,,Intracranial Pressure (ICP) directly has monitoring data Cerebral Perfusion Pressure (CPP) as both are valid monitoring parameters in the neurointensive care context.,0.95,,,
250,relation,Intracranial Hypertension,worsens,Outcome,[inferred] cluster completion,accept_direct,,,,,Intracranial Hypertension worsens Outcome is a direct relationship as elevated intracranial pressure negatively impacts patient outcomes in TBI cases.,0.95,,,
251,relation,Intracranial Hypertension,is a condition of,Intracranial Pressure (ICP),[inferred] cluster completion,accept_direct,,,,,"Intracranial Hypertension is a valid subclass of Condition, and Intracranial Pressure (ICP) is a critical parameter related to it, making the relationship semantically correct.",0.9,,,
252,relation,Mean Cerebral Perfusion Pressure,calculates,Cerebral Perfusion Pressure (CPP),[inferred] cluster completion,accept_direct,,,,,Mean Cerebral Perfusion Pressure calculates Cerebral Perfusion Pressure (CPP) directly as it defines the relationship between these two parameters in neurointensive care.,0.95,,,
253,relation,Mean Cerebral Perfusion Pressure,is related to,Intracranial Pressure (ICP),[inferred] cluster completion,accept_direct,,,,,"Mean Cerebral Perfusion Pressure is directly related to Intracranial Pressure as it influences cerebral perfusion, which is a critical parameter in neurological assessments.",0.95,,,
254,relation,Mean Intracranial Pressure,is measured by,Intracranial Pressure (ICP),[inferred] cluster completion,accept_direct,,,,,Mean Intracranial Pressure is measured by Intracranial Pressure (ICP) as both are valid parameters in monitoring brain injuries.,0.95,,,
255,relation,Pressure Reactivity Index (PRx),assesses,Intracranial Pressure (ICP),[inferred] cluster completion,accept_direct,,,,,PRx assesses ICP directly as it evaluates the brain's ability to regulate blood flow in response to intracranial pressure changes.,0.95,,,
256,relation,Carbon Dioxide,is monitored by,End-tidal Carbon Dioxide,[inferred] cluster completion,accept_direct,,,,,"Carbon Dioxide is monitored by End-tidal Carbon Dioxide, as the latter is a measurement used to assess the former's concentration in exhaled air.",0.95,,,
257,relation,Carbon Dioxide,has laboratory value,Partial Pressure of Carbon Dioxide,[inferred] cluster completion,revise,4.9,Carbon Dioxide,subClassOf,Partial Pressure of Carbon Dioxide,The relation 'has laboratory value' should be 'isATypeOf' as Carbon Dioxide is an analyte and Partial Pressure of Carbon Dioxide is a specific measurement of that analyte.,0.9,"Carbon Dioxide is an analyte and Partial Pressure of Carbon Dioxide is a specific measurement of that analyte, per the preamble.",1.0,
258,relation,End-tidal Carbon Dioxide,assesses,Carbon Dioxide,[inferred] cluster completion,accept_direct,,,,,End-tidal Carbon Dioxide assesses Carbon Dioxide directly as both are related to respiratory function monitoring in the neurointensive care context.,0.9,,,
259,relation,End-tidal Carbon Dioxide,is associated with,Partial Pressure of Carbon Dioxide,[inferred] cluster completion,accept_direct,,,,,End-tidal Carbon Dioxide is associated with Partial Pressure of Carbon Dioxide as both are related to assessing respiratory function in neurointensive care.,0.9,,,
260,relation,Partial Pressure of Carbon Dioxide,has laboratory value,Carbon Dioxide,[inferred] cluster completion,revise,4.4,Partial Pressure of Carbon Dioxide,is a laboratory value of,Carbon Dioxide,The relation 'has laboratory value' should be 'is a laboratory value of' since 'Partial Pressure of Carbon Dioxide' is an analyte and 'Carbon Dioxide' is its specific measurement.,0.9,The relation 'has laboratory value' should be 'is a laboratory value of' as it correctly describes the relationship between analyte and its measurement.,1.0,
261,relation,Partial Pressure of Carbon Dioxide,correlates with,End-tidal Carbon Dioxide,[inferred] cluster completion,accept_indirect,,,,,"Partial Pressure of Carbon Dioxide correlates with End-tidal Carbon Dioxide via their roles in assessing respiratory function, but not directly as per the preamble.",0.7,,,low_evidence
262,relation,Brain Injury,affects outcome,GCS Assessment,[inferred] cluster completion,accept_direct,,,,,Brain Injury affectsOutcome GCS Assessment is valid as GCS Assessment is used to evaluate the outcome of brain injuries.,0.9,,,
263,relation,Brain Injury,is a risk factor for,Disability,[inferred] cluster completion,accept_direct,,,,,"Brain Injury is a valid subclass of Condition, and Disability is a relevant outcome related to brain injuries, making the relationship semantically correct.",0.9,,,
264,relation,Cranial Injuries,is associated with,Traumatic Brain Injury,[inferred] cluster completion,accept_direct,,,,,"Cranial Injuries is associated with Traumatic Brain Injury as both are valid classes in the neurointensive care context, with a direct relationship between them.",0.9,,,
265,relation,Disability,is influenced by,Brain Injury,[inferred] cluster completion,accept_indirect,,,,,"Disability is influenced by Brain Injury via the chain: Brain Injury affects neurological deficits, which in turn influence Disability.",0.7,,,low_evidence
266,relation,GCS Assessment,assesses,Brain Injury,[inferred] cluster completion,accept_direct,,,,,"GCS Assessment assesses Brain Injury directly, as GCS is a clinical assessment tool for evaluating brain injuries.",0.95,,,
267,relation,GOSe Outcome,predicts outcome,Traumatic Brain Injury,[inferred] cluster completion,accept_direct,,,,,GOSe Outcome predicts outcome Traumatic Brain Injury is a valid direct relationship as GOSe Outcome assesses patient outcomes after TBI.,0.9,,,
268,relation,Guideline Adherence,is related to,Guideline,[inferred] cluster completion,accept_indirect,,,,,"Guideline Adherence indirectly relates to Guideline via Clinical Practice, as adherence is a practice that aligns with guidelines.",0.7,,,low_evidence
269,relation,Head Injury,is associated with,Traumatic Brain Injury,[inferred] cluster completion,accept_direct,,,,,"Head Injury is associated with Traumatic Brain Injury as both are valid subclasses of Brain Injury, establishing a direct relationship.",0.9,,,
270,relation,Head Trauma,is monitored by,GCS Assessment,[inferred] cluster completion,accept_direct,,,,,"Head Trauma is monitored by GCS Assessment, as GCS is a clinical assessment used to evaluate consciousness after brain injuries.",0.9,,,
271,relation,Motor Impairment,is influenced by,Brain Injury,[inferred] cluster completion,accept_direct,,,,,"Motor Impairment is influenced by Brain Injury, as brain injuries can lead to motor control deficits in patients.",0.9,,,
272,relation,Neurological Injury,is related to,Brain Injury,[inferred] cluster completion,accept_direct,,,,,"Neurological Injury is related to Brain Injury as both are subclasses of Brain Injury, confirming the direct relationship.",0.9,,,
273,relation,Outcome Score,relates to clinical outcome,GOSe Outcome,[inferred] cluster completion,accept_direct,,,,,Outcome Score relates to GOSe Outcome as both are valid classes under the Outcome category in the BrainIT ontology.,0.9,,,
274,relation,Pupil Assessment,is associated with,Brain Injury,[inferred] cluster completion,accept_direct,,,,,Pupil Assessment is associated with Brain Injury as it is a clinical assessment indicating neurological issues related to brain injuries.,0.9,,,
275,relation,Traumatic Brain Injury,is a risk factor for,Mortality,[inferred] cluster completion,accept_direct,,,,,"Traumatic Brain Injury is a recognized risk factor for Mortality in the context of neurointensive care, as per the established clinical understanding.",0.95,,,
276,relation,Acute Respiratory Distress Syndrome,is associated with,Hypotension,[inferred] cluster completion,accept_indirect,,,,,Acute Respiratory Distress Syndrome is associated with Hypotension via the pathway: ARDS affects lung function → impacts hemodynamics → leads to hypotension.,0.85,,,
277,relation,Acute Respiratory Distress Syndrome,affects outcome,Sepsis,[inferred] cluster completion,accept_indirect,,,,,"Acute Respiratory Distress Syndrome affects outcome indirectly via its impact on Condition, which is related to Sepsis as a life-threatening condition.",0.7,,,low_evidence
278,relation,Adrenaline,is administered during,Hypotension,[inferred] cluster completion,accept_direct,,,,,"Adrenaline is administered during Hypotension, as it is a common treatment for this condition in neurointensive care.",0.9,,,
279,relation,Adrenaline,is treated with,Noradrenaline,[inferred] cluster completion,reject,,,,,The relationship 'is treated with' does not hold between Adrenaline and Noradrenaline as they are not therapies but rather hormones; the relation is semantically incorrect.,0.9,,,
280,relation,Adverse Event,is related to,Hypertension,[inferred] cluster completion,accept_direct,,,,,"Adverse Event is related to Hypertension as both are valid subclasses of Condition, establishing a direct relationship.",0.9,,,
281,relation,Arterial Hypotension,worsens,Acute Respiratory Distress Syndrome,[inferred] cluster completion,accept_indirect,,,,,Arterial Hypotension worsens Acute Respiratory Distress Syndrome indirectly via the pathway: Condition → affects Outcome → Acute Respiratory Distress Syndrome.,0.85,,,
282,relation,Heart Failure,is a risk factor for,Hypotension,[inferred] cluster completion,accept_direct,,,,,"Heart Failure is a recognized risk factor for Hypotension in critically ill patients, establishing a direct relationship between these two conditions.",0.95,,,
283,relation,Hypertension,is related to,Adverse Event,[inferred] cluster completion,accept_indirect,,,,,Hypertension is related to Adverse Event via the chain: Hypertension affects Outcome → Adverse Event is a type of Outcome.,0.7,,,low_evidence
284,relation,Hypotension,is a condition of,Septic Shock,[inferred] cluster completion,accept_direct,,,,,"Hypotension is a subclass of Condition, and Septic Shock is a condition that can involve hypotension, making the relationship valid.",0.9,,,
285,relation,Hypotension,is influenced by,Adrenaline,[inferred] cluster completion,accept_direct,,,,,"Hypotension is influenced by Adrenaline, as adrenaline is known to affect blood pressure regulation in clinical settings.",0.9,,,
286,relation,Mean Arterial Pressure (MAP),measures parameter,Hypotension,[inferred] cluster completion,accept_indirect,,,,,"MAP measuresParameter Blood Pressure, which is a condition that can lead to Hypotension; the relationship holds indirectly through intermediate concepts.",0.85,,,
287,relation,Noradrenaline,is administered during,Hypotension,[inferred] cluster completion,accept_direct,,,,,"Noradrenaline is administered during Hypotension, as it is a treatment for this condition in neurointensive care.",0.95,,,
288,relation,Respiratory Distress Syndrome,is related to,Acute Respiratory Distress Syndrome,[inferred] cluster completion,accept_indirect,,,,,"Respiratory Distress Syndrome is related to Acute Respiratory Distress Syndrome via the broader category of Condition, making the relationship valid through an indirect chain.",0.7,,,low_evidence
289,relation,Sepsis,has outcome,Hypotension,[inferred] cluster completion,revise,4.4,Sepsis,affectsOutcome,Hypotension,The relation 'has outcome' is incorrect; it should be 'affectsOutcome' since Sepsis affects the outcome of Hypotension.,0.9,The relation 'has outcome' should be 'affectsOutcome' as Sepsis affects the outcome of Hypotension.,1.0,
290,relation,Septic Shock,is a condition of,Hypotension,[inferred] cluster completion,accept_indirect,,,,,Septic Shock is a condition that can lead to Hypotension via the pathway: Septic Shock → causes → Hypotension.,0.85,,,
291,relation,Clinical Outcome,affects outcome,Outcome,[inferred] cluster completion,accept_direct,,,,,"Clinical Outcome affects Outcome is a direct relationship where Clinical Outcome is a measure of patient health status after treatment, aligning with the definition of Outcome.",0.9,,,
292,relation,Data Quality Assessment,has quality assessment,Monitoring Data,[inferred] cluster completion,accept_direct,,,,,The relationship 'Data Quality Assessment has quality assessment Monitoring Data' is valid as it directly connects the assessment of data quality with the monitoring data class.,0.9,,,
293,relation,Monitoring Data,is monitored by,Core Monitoring Parameter,[inferred] cluster completion,accept_direct,,,,,Monitoring Data is directly monitored by Core Monitoring Parameter as per the hierarchical relationship in the preamble.,0.95,,,
294,relation,Outcome Data,has monitoring data,Monitoring Data,[inferred] cluster completion,accept_direct,,,,,Outcome Data has monitoring data Monitoring Data is a direct relationship as monitoring data is essential for assessing outcomes in neurointensive care.,0.9,,,
295,relation,Patient Interventions,is administered during,Treatment Data,[inferred] cluster completion,revise,4.4,Patient Interventions,receivesTherapy,Treatment Data,The relation 'is administered during' should be replaced with 'receivesTherapy' as 'Treatment Data' is not a valid class for this relation.,0.85,The relation 'is administered during' should be 'receivesTherapy' as it directly connects Patient Interventions to Treatment Data.,1.0,
296,relation,Physiological Data,is related to,Monitoring Data,[inferred] cluster completion,accept_direct,,,,,Physiological Data is related to Monitoring Data as both classes pertain to patient physiological parameters and their assessment during treatment.,0.9,,,
297,relation,Treatment Data,is associated with,Clinical Outcome,[inferred] cluster completion,accept_direct,,,,,"Treatment Data is associated with Clinical Outcome, reflecting the direct relationship between administered treatments and patient health status post-intervention.",0.9,,,
298,relation,Observation,is measured by,Sensor,[inferred] cluster completion,accept_direct,,,,,The relation 'is measured by' holds directly between Observation and Sensor as per the definitions in the domain context.,0.95,,,
299,relation,Reading,is measured at,Measurement Time,[inferred] cluster completion,reject,,,,,The relation 'is measured at' does not hold between 'Reading' and 'Measurement Time'; these classes do not have a direct or indirect relationship in the ontology.,0.9,,,
300,relation,Temperature,is monitored by,Sensor,[inferred] cluster completion,accept_direct,,,,,Temperature is monitored by Sensor is a valid direct relationship as Temperature is a physiological parameter and Sensor is a monitoring device.,0.9,,,
301,relation,Condition,affects outcome,Decompressive Craniectomy,[inferred] cluster completion,revise,4.4,Condition,isARiskFactorFor,Decompressive Craniectomy,The relation 'affects outcome' should be 'isARiskFactorFor' as 'Condition' can influence the outcome of 'Decompressive Craniectomy'.,0.8,The relation 'affects outcome' should be 'isARiskFactorFor' as 'Condition' can influence the outcome of 'Decompressive Craniectomy'.,0.9,
302,relation,Decompressive Craniectomy,is administered during,Management,[inferred] cluster completion,revise,4.9,Decompressive Craniectomy,subClassOf,Surgical Procedure,The relation 'is administered during' is not appropriate; 'Decompressive Craniectomy' should 'isA' a type of 'Surgical Procedure' instead.,0.9,"Decompressive Craniectomy should be classified as a type of Surgical Procedure, aligning with the subclass pattern in the preamble.",1.0,
303,relation,Jugular Venous Oxygen Saturation,assesses,Partial Pressure of Brain Tissue Oxygen,[inferred] cluster completion,accept_direct,,,,,Jugular Venous Oxygen Saturation assesses Partial Pressure of Brain Tissue Oxygen as both are valid physiological parameters in neurointensive care.,0.95,,,
304,relation,Microdialysis,is monitored by,Partial Pressure of Brain Tissue Oxygen,[inferred] cluster completion,accept_direct,,,,,"Microdialysis is an optional monitoring parameter, and Partial Pressure of Brain Tissue Oxygen is a physiological parameter that can be monitored; the relationship holds directly.",0.9,,,
305,relation,Partial Pressure of Brain Tissue Oxygen,is measured by,Jugular Venous Oxygen Saturation,[inferred] cluster completion,accept_indirect,,,,,Partial Pressure of Brain Tissue Oxygen is indirectly related to Jugular Venous Oxygen Saturation through the concepts of cerebral oxygenation and metabolic activity assessment.,0.7,,,low_evidence
306,relation,Anti-hypertensives,is treated with,Analgesia,[inferred] cluster completion,reject,,,,,Anti-hypertensives cannot be treated with Analgesia; they are distinct therapies with no direct relationship.,0.95,,,
307,relation,Electrocardiogram (ECG),assesses,Ventilation,[inferred] cluster completion,reject,,,,,Electrocardiogram (ECG) cannot assess Ventilation directly; the relationship does not hold between these classes as defined in the domain context.,0.9,,,
308,relation,EtCO2,is monitored by,Ventilation,[inferred] cluster completion,reject,,,,,judge output unparseable; defaulted to reject,0.0,,,parse_error
309,relation,Insult,is a risk factor for,Poor Outcome,[inferred] cluster completion,accept_direct,,,,,"Insult is a subclass of Secondary Insult, which is a known risk factor for Poor Outcome in neurointensive care.",0.9,,,
310,relation,Secondary Insult,is associated with,Secondary Brain Injury,[inferred] cluster completion,accept_direct,,,,,"Secondary Insult is associated with Secondary Brain Injury, as both are valid subclasses of Brain Injury, indicating a direct relationship in neurointensive care.",0.9,,,
